Accession ID	Collection date	Submission date	Location
EPI_ISL_848571	2020-05-29	2021-01-19	South America / Brazil / Para
EPI_ISL_805771	2020-04-27	2021-01-12	North America / Canada / Alberta
EPI_ISL_837704	2020-05-20	2021-01-18	North America / Mexico / Mexico City
EPI_ISL_735271	2020-04-29	2020-12-25	Europe / Turkey / Istanbul
EPI_ISL_806171	2020-04-14	2021-01-12	North America / Canada / Alberta
EPI_ISL_746581	2020-06-26	2020-12-29	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_837681	2020-04-29	2021-01-18	North America / Mexico / Mexico City
EPI_ISL_735281	2020-04-21	2020-12-25	Europe / Turkey / Istanbul
EPI_ISL_837671	2020-04-21	2021-01-18	North America / Mexico / Mexico City
EPI_ISL_734772	2020-06-20	2020-12-24	Europe / Belgium / Brussel
EPI_ISL_792643	2020-04-27	2021-01-10	South America / Brazil / Alagoas
EPI_ISL_780183	2020-06-30	2021-01-08	North America / USA / Texas / Houston
EPI_ISL_837611	2020-03-22	2021-01-18	North America / Mexico / Mexico City
EPI_ISL_792172	2020-05-04	2021-01-10	South America / Argentina / Ciudad Autonoma de Buenos Aires
EPI_ISL_776072	2020-03-17	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_812784	2020-05-16	2021-01-13	Africa / Egypt
EPI_ISL_776386	2020-03-28	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_746788	2020-05-23	2020-12-29	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_805024	2020-04-23	2021-01-12	North America / Canada / Alberta
EPI_ISL_805589	2020-04-26	2021-01-12	North America / Canada / Alberta
EPI_ISL_849673	2020-03-23	2021-01-20	Oceania / Australia / Queensland
EPI_ISL_801573	2020-04-30	2021-01-11	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_826073	2020-05-10	2021-01-15	North America / Canada / Quebec
EPI_ISL_805274	2020-04-02	2021-01-12	North America / Canada / Alberta
EPI_ISL_734774	2020-06-20	2020-12-24	Europe / Belgium / Antwerp
EPI_ISL_852674	2020-03-29	2021-01-20	Europe / Germany / Baden-Wurttemberg / Freiburg
EPI_ISL_854574	2020-05-03	2021-01-20	North America / Canada / Alberta
EPI_ISL_791875	2020-05-01	2021-01-09	North America / USA / Massachusetts
EPI_ISL_770775	2020-04-23	2021-01-06	North America / USA / Ohio
EPI_ISL_859975	2020-05-03	2021-01-22	Asia / United Arab Emirates / Abu Dhabi
EPI_ISL_801675	2020-03-31	2021-01-11	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_791626	2020-04-03	2021-01-09	North America / USA / Massachusetts
EPI_ISL_738176	2020-06-15	2020-12-28	North America / USA / Texas / Harris
EPI_ISL_746776	2020-05-23	2020-12-29	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_816795	2020-04-25	2021-01-14	Europe / United Kingdom / England
EPI_ISL_805776	2020-04-21	2021-01-12	North America / Canada / Alberta
EPI_ISL_812795	2020-06-09	2021-01-13	Africa / Egypt
EPI_ISL_776329	2020-03-21	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_776032	2020-03-15	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_806396	2020-04-15	2021-01-12	North America / Canada / Alberta
EPI_ISL_783576	2020-06-29	2021-01-08	North America / USA / Texas / Houston
EPI_ISL_770776	2020-04-23	2021-01-06	North America / USA / Ohio
EPI_ISL_806277	2020-05-03	2021-01-12	North America / Canada / Alberta
EPI_ISL_833577	2020-04-03	2021-01-18	Europe / Serbia / Nis
EPI_ISL_852677	2020-03-28	2021-01-20	Europe / Germany / Baden-Wurttemberg / Freiburg
EPI_ISL_746777	2020-05-23	2020-12-29	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_837677	2020-04-25	2021-01-18	North America / Mexico / Mexico City
EPI_ISL_852678	2020-03-26	2021-01-20	Europe / Germany / Baden-Wurttemberg / Freiburg
EPI_ISL_826178	2020-05-12	2021-01-15	North America / Canada / Quebec
EPI_ISL_816778	2020-04-20	2021-01-14	Europe / United Kingdom / England
EPI_ISL_778805	2020-06-29	2021-01-07	Europe / Italy / Campania
EPI_ISL_738178	2020-06-15	2020-12-28	North America / USA / Texas / Harris
EPI_ISL_852778	2020-03-17	2021-01-20	Europe / Germany / Baden-Wurttemberg / Freiburg
EPI_ISL_853878	2020-03-08	2021-01-20	Europe / Austria / Vienna
EPI_ISL_806078	2020-03-24	2021-01-12	North America / Canada / Alberta
EPI_ISL_752678	2020-06-26	2020-12-31	North America / USA / Hawaii / Honolulu County
EPI_ISL_848278	2020-03-21	2021-01-19	North America / USA / Illinois / St. Clair County
EPI_ISL_792378	2020-05-25	2021-01-10	South America / Argentina / Buenos Aires / Quilmes
EPI_ISL_752619	2020-03-23	2020-12-31	North America / USA / Hawaii
EPI_ISL_774878	2020-04-29	2021-01-07	Asia / Bangladesh / Dhaka
EPI_ISL_746557	2020-06-24	2020-12-29	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_826079	2020-05-13	2021-01-15	North America / Canada / Quebec
EPI_ISL_805279	2020-04-19	2021-01-12	North America / Canada / Alberta
EPI_ISL_801779	2020-05-10	2021-01-11	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_837579	2020-05-18	2021-01-18	North America / Guatemala
EPI_ISL_776179	2020-03-22	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_805979	2020-04-09	2021-01-12	North America / Canada / Alberta
EPI_ISL_806479	2020-04-24	2021-01-12	North America / Canada / Alberta
EPI_ISL_801679	2020-04-01	2021-01-11	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_780379	2020-04-24	2021-01-08	North America / USA / Ohio
EPI_ISL_805379	2020-04-26	2021-01-12	North America / Canada / Alberta
EPI_ISL_774979	2020-06-28	2021-01-07	Asia / Bangladesh / Dhaka
EPI_ISL_805179	2020-04-20	2021-01-12	North America / Canada / Alberta
EPI_ISL_751379	2020-03-14	2020-12-30	Europe / Italy / Veneto / Verona
EPI_ISL_735415	2020-06-25	2020-12-25	South America / Brazil / Sao Paulo / Mongagua
EPI_ISL_734733	2020-05-14	2020-12-24	Europe / Belgium / Heverlee
EPI_ISL_825980	2020-04-30	2021-01-15	North America / Canada / Quebec
EPI_ISL_848580	2020-05-13	2021-01-19	South America / Brazil / Maranhao
EPI_ISL_806480	2020-04-15	2021-01-12	North America / Canada / Alberta
EPI_ISL_792380	2020-05-18	2021-01-10	South America / Argentina / Buenos Aires / La Plata
EPI_ISL_776080	2020-03-17	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_805780	2020-04-28	2021-01-12	North America / Canada / Alberta
EPI_ISL_776180	2020-03-22	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_805580	2020-04-24	2021-01-12	North America / Canada / Alberta
EPI_ISL_852580	2020-06-22	2021-01-20	Europe / Germany / Bavaria / Munich
EPI_ISL_776380	2020-03-28	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_802080	2020-05-04	2021-01-11	North America / USA / New York / Manhattan
EPI_ISL_784380	2020-06-26	2021-01-08	North America / USA / Texas / Houston
EPI_ISL_735280	2020-04-30	2020-12-25	Europe / Turkey / Istanbul
EPI_ISL_849180	2020-05-19	2021-01-19	South America / Argentina / Ciudad Autonoma de Buenos Aires
EPI_ISL_745280	2020-06-23	2020-12-29	North America / USA / Texas / Harris
EPI_ISL_791681	2020-04-16	2021-01-09	North America / USA / Massachusetts
EPI_ISL_780381	2020-03-17	2021-01-08	Europe / Italy / Lombardy
EPI_ISL_791981	2020-06-18	2021-01-09	Asia / Indonesia / Aceh
EPI_ISL_848181	2020-03-25	2021-01-19	North America / USA / North Dakota
EPI_ISL_804381	2020-04-08	2021-01-12	Europe / Netherlands / Noord-Holland
EPI_ISL_816781	2020-04-22	2021-01-14	Europe / United Kingdom / England
EPI_ISL_792181	2020-05-07	2021-01-10	South America / Argentina / Ciudad Autonoma de Buenos Aires
EPI_ISL_854481	2020-04-14	2021-01-20	North America / Canada / Alberta
EPI_ISL_849181	2020-05-20	2021-01-19	South America / Argentina / Ciudad Autonoma de Buenos Aires
EPI_ISL_852781	2020-03-16	2021-01-20	Europe / Germany / Baden-Wurttemberg / Freiburg
EPI_ISL_805781	2020-05-01	2021-01-12	North America / Canada / Alberta
EPI_ISL_805981	2020-04-14	2021-01-12	North America / Canada / Alberta
EPI_ISL_774882	2020-04-29	2021-01-07	Asia / Bangladesh / Dhaka
EPI_ISL_825882	2020-04-22	2021-01-15	North America / Canada / Quebec
EPI_ISL_825982	2020-04-30	2021-01-15	North America / Canada / Quebec
EPI_ISL_784282	2020-06-29	2021-01-08	North America / USA / Texas / Houston
EPI_ISL_826082	2020-05-13	2021-01-15	North America / Canada / Quebec
EPI_ISL_825866	2020-03-27	2021-01-15	North America / Canada / Quebec
EPI_ISL_728365	2020-04-21	2020-12-22	Europe / Spain / Catalonia
EPI_ISL_848566	2020-06-26	2021-01-19	South America / Brazil / Para
EPI_ISL_805566	2020-05-18	2021-01-12	North America / Canada / Alberta
EPI_ISL_779266	2020-06-02	2021-01-05	Asia / Pakistan / Karachi
EPI_ISL_779265	2020-06-02	2021-01-05	Asia / Pakistan / Karachi
EPI_ISL_805366	2020-04-16	2021-01-12	North America / Canada / Alberta
EPI_ISL_805666	2020-04-18	2021-01-12	North America / Canada / Alberta
EPI_ISL_791666	2020-04-13	2021-01-09	North America / USA / Massachusetts
EPI_ISL_805482	2020-04-27	2021-01-12	North America / Canada / Alberta
EPI_ISL_734782	2020-06-29	2020-12-24	Europe / Belgium / Puurs
EPI_ISL_779766	2020-03-24	2021-01-08	Europe / Spain / Madrid / Madrid
EPI_ISL_791882	2020-05-02	2021-01-09	North America / USA / Massachusetts
EPI_ISL_778783	2020-06-28	2021-01-07	Europe / Italy / Campania
EPI_ISL_752683	2020-06-12	2020-12-31	North America / USA / Hawaii / Honolulu County
EPI_ISL_804383	2020-03-27	2021-01-12	Europe / Netherlands / Noord-Holland
EPI_ISL_833155	2020-04-27	2021-01-17	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_852783	2020-03-16	2021-01-20	Europe / Germany / Baden-Wurttemberg / Freiburg
EPI_ISL_854483	2020-04-14	2021-01-20	North America / Canada / Alberta
EPI_ISL_848466	2020-03-07	2021-01-19	North America / USA / Illinois / Cook County
EPI_ISL_837666	2020-04-19	2021-01-18	North America / Mexico / Mexico City
EPI_ISL_729966	2020-06-24	2020-12-23	Africa / Nigeria / Osun State
EPI_ISL_806383	2020-03-16	2021-01-12	North America / Canada / Alberta
EPI_ISL_778747	2020-06-28	2021-01-07	Europe / Italy / Campania
EPI_ISL_812266	2020-06-16	2021-01-13	Asia / Iraq
EPI_ISL_849166	2020-05-10	2021-01-19	South America / Argentina / Ciudad Autonoma de Buenos Aires
EPI_ISL_854466	2020-03-25	2021-01-20	North America / Canada / Alberta
EPI_ISL_746366	2020-06-18	2020-12-29	North America / USA / Utah
EPI_ISL_792566	2020-06-16	2021-01-10	South America / Brazil / Paraiba / Joao Pessoa
EPI_ISL_816766	2020-04-16	2021-01-14	Europe / United Kingdom / England
EPI_ISL_767766	2020-04-04	2021-01-05	Europe / Ireland / Dublin
EPI_ISL_805667	2020-04-28	2021-01-12	North America / Canada / Alberta
EPI_ISL_776467	2020-05-02	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_826267	2020-04-24	2021-01-15	North America / Canada / Quebec
EPI_ISL_825967	2020-05-20	2021-01-15	North America / Canada / Quebec
EPI_ISL_801791	2020-05-12	2021-01-11	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_812267	2020-06-07	2021-01-13	Asia / Iraq
EPI_ISL_801745	2020-04-30	2021-01-11	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_806367	2020-03-26	2021-01-12	North America / Canada / Alberta
EPI_ISL_812967	2020-03-31	2021-01-13	Africa / Mali
EPI_ISL_806467	2020-05-10	2021-01-12	North America / Canada / Alberta
EPI_ISL_766867	2020-06-18	2021-01-05	Africa / Algeria / Alger
EPI_ISL_805867	2020-04-21	2021-01-12	North America / Canada / Alberta
EPI_ISL_778767	2020-06-29	2021-01-07	Europe / Italy / Campania
EPI_ISL_783567	2020-06-29	2021-01-08	North America / USA / Texas / Houston
EPI_ISL_805467	2020-04-17	2021-01-12	North America / Canada / Alberta
EPI_ISL_805967	2020-05-01	2021-01-12	North America / Canada / Alberta
EPI_ISL_848567	2020-06-07	2021-01-19	South America / Brazil / Para
EPI_ISL_837667	2020-04-19	2021-01-18	North America / Mexico / Mexico City
EPI_ISL_849667	2020-03-21	2021-01-20	Oceania / Australia / Queensland
EPI_ISL_734567	2020-04-12	2020-12-24	Europe / Belgium / Anderlues
EPI_ISL_753967	2020-06-20	2020-12-31	Europe / Germany / Berlin
EPI_ISL_755867	2020-03-29	2021-01-02	North America / Canada / Ontario / Toronto
EPI_ISL_734640	2020-04-23	2020-12-24	Europe / Belgium / Beringen
EPI_ISL_734740	2020-05-21	2020-12-24	Europe / Belgium / Bonheiden
EPI_ISL_774967	2020-06-28	2021-01-07	Asia / Bangladesh / Dhaka
EPI_ISL_759967	2020-04-01	2021-01-04	Asia / Indonesia / East Java / Tulungagung
EPI_ISL_859967	2020-05-02	2021-01-22	Asia / United Arab Emirates / Abu Dhabi
EPI_ISL_729840	2020-05-28	2020-12-22	South America / Brazil / Rio Grande do Sul / Lavras do Sul
EPI_ISL_738167	2020-06-13	2020-12-28	North America / USA / Texas / Harris
EPI_ISL_805367	2020-04-18	2021-01-12	North America / Canada / Alberta
EPI_ISL_744367	2020-06-29	2020-12-29	Europe / Luxembourg
EPI_ISL_831040	2020-04-02	2021-01-15	Europe / Spain / Madrid / Madrid
EPI_ISL_805040	2020-04-23	2021-01-12	North America / Canada / Alberta
EPI_ISL_752667	2020-06-24	2020-12-31	North America / USA / Hawaii / Kauai County
EPI_ISL_792167	2020-05-04	2021-01-10	South America / Argentina / Ciudad Autonoma de Buenos Aires
EPI_ISL_748667	2020-05-21	2020-12-30	South America / Uruguay / Rivera
EPI_ISL_859940	2020-05-01	2021-01-22	Asia / United Arab Emirates / Abu Dhabi
EPI_ISL_825968	2020-05-16	2021-01-15	North America / Canada / Quebec
EPI_ISL_766768	2020-06-18	2021-01-05	North America / USA / Texas / Hays
EPI_ISL_737968	2020-05-07	2020-12-27	Africa / Uganda
EPI_ISL_831068	2020-04-24	2021-01-15	Europe / Spain / Madrid / Madrid
EPI_ISL_801568	2020-05-12	2021-01-11	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_776068	2020-03-17	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_753940	2020-04-06	2020-12-31	Europe / Germany / Berlin
EPI_ISL_754040	2020-04-07	2020-12-31	Europe / Germany / Hesse
EPI_ISL_792340	2020-04-28	2021-01-10	South America / Argentina / Buenos Aires / Ezeiza
EPI_ISL_792440	2020-05-27	2021-01-10	South America / Argentina / Chaco / Puerto Vilelas
EPI_ISL_849168	2020-05-14	2021-01-19	South America / Argentina / Ciudad Autonoma de Buenos Aires
EPI_ISL_848568	2020-06-04	2021-01-19	South America / Brazil / Para
EPI_ISL_805668	2020-04-25	2021-01-12	North America / Canada / Alberta
EPI_ISL_755868	2020-03-29	2021-01-02	North America / Canada / Ontario / Toronto
EPI_ISL_774968	2020-06-28	2021-01-07	Asia / Bangladesh / Dhaka
EPI_ISL_728268	2020-06-27	2020-12-22	Asia / India / Maharashtra
EPI_ISL_805368	2020-05-09	2021-01-12	North America / Canada / Alberta
EPI_ISL_757368	2020-03-20	2021-01-03	Europe / Finland / Uusimaa
EPI_ISL_734768	2020-06-17	2020-12-24	Europe / Belgium / Kortenberg
EPI_ISL_826068	2020-05-09	2021-01-15	North America / Canada / Quebec
EPI_ISL_801741	2020-04-28	2021-01-11	South America / Chile / La Araucania / Temuco
EPI_ISL_791669	2020-04-14	2021-01-09	North America / USA / Massachusetts
EPI_ISL_819311	2020-03-25	2021-01-14	Europe / Spain / Catalunya
EPI_ISL_738241	2020-04-16	2020-12-28	Europe / France / Hauts-de-France / Bousbecque
EPI_ISL_825641	2020-05-31	2021-01-15	North America / Canada / Quebec
EPI_ISL_826641	2020-03-28	2021-01-15	North America / USA / New York / New York City
EPI_ISL_753969	2020-06-25	2020-12-31	Europe / Germany / Berlin
EPI_ISL_848469	2020-04-27	2021-01-19	North America / USA / Illinois / Randolph County
EPI_ISL_805469	2020-04-27	2021-01-12	North America / Canada / Alberta
EPI_ISL_805769	2020-04-24	2021-01-12	North America / Canada / Alberta
EPI_ISL_806269	2020-05-01	2021-01-12	North America / Canada / Alberta
EPI_ISL_816741	2020-04-10	2021-01-14	Europe / United Kingdom / England
EPI_ISL_805941	2020-04-10	2021-01-12	North America / Canada / Alberta
EPI_ISL_734769	2020-06-19	2020-12-24	Europe / Belgium / Sint-Jans-Molenbeek
EPI_ISL_805869	2020-03-22	2021-01-12	North America / Canada / Alberta
EPI_ISL_752669	2020-04-20	2020-12-31	North America / USA / Hawaii
EPI_ISL_801669	2020-03-30	2021-01-11	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_735369	2020-06-01	2020-12-25	Europe / Turkey / Istanbul
EPI_ISL_848569	2020-06-04	2021-01-19	South America / Brazil / Para
EPI_ISL_805669	2020-03-30	2021-01-12	North America / Canada / Alberta
EPI_ISL_791569	2020-04-03	2021-01-09	North America / USA / Massachusetts
EPI_ISL_801569	2020-04-23	2021-01-11	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_746569	2020-06-26	2020-12-29	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_757369	2020-03-20	2021-01-03	Europe / Finland / Uusimaa
EPI_ISL_779169	2020-03-16	2021-01-08	North America / Mexico / Nuevo Leon
EPI_ISL_826169	2020-05-10	2021-01-15	North America / Canada / Quebec
EPI_ISL_796069	2020-04-01	2021-01-11	Europe / Spain / Comunitat Valenciana / Castellon de la Plana
EPI_ISL_854469	2020-03-26	2021-01-20	North America / Canada / Alberta
EPI_ISL_767769	2020-03-29	2021-01-05	Europe / Ireland / Dublin
EPI_ISL_792169	2020-05-04	2021-01-10	South America / Argentina / Ciudad Autonoma de Buenos Aires
EPI_ISL_779769	2020-03-26	2021-01-08	Europe / Spain / Madrid / Madrid
EPI_ISL_837569	2020-05-16	2021-01-18	South America / Bolivia / Santa Cruz
EPI_ISL_854569	2020-05-01	2021-01-20	North America / Canada / Alberta
EPI_ISL_734669	2020-04-27	2020-12-24	Europe / Belgium / Brunehaut
EPI_ISL_737969	2020-05-07	2020-12-27	Africa / Uganda
EPI_ISL_776869	2020-04-26	2021-01-07	North America / USA / Ohio
EPI_ISL_784369	2020-06-30	2021-01-08	North America / USA / Texas / Houston
EPI_ISL_735269	2020-04-27	2020-12-25	Europe / Turkey / Istanbul
EPI_ISL_849669	2020-03-22	2021-01-20	Oceania / Australia / Queensland
EPI_ISL_806469	2020-04-12	2021-01-12	North America / Canada / Alberta
EPI_ISL_766869	2020-06-09	2021-01-05	Africa / Algeria / El Oued
EPI_ISL_812270	2020-06-07	2021-01-13	Asia / Iraq
EPI_ISL_776370	2020-03-22	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_770670	2020-06-09	2021-01-06	Europe / Russia / Moscow / Moscow
EPI_ISL_857037	2020-04-22	2021-01-21	North America / USA / California / Santa Clara County
EPI_ISL_738170	2020-06-13	2020-12-28	North America / USA / Texas / Harris
EPI_ISL_757370	2020-03-20	2021-01-03	Europe / Finland / Uusimaa
EPI_ISL_776270	2020-03-27	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_814070	2020-04-25	2021-01-14	Europe / Turkey
EPI_ISL_801670	2020-03-31	2021-01-11	South America / Chile / Region Metropolitana de Santiago / Santiago
EPI_ISL_734770	2020-06-19	2020-12-24	Europe / Belgium / Leuven
EPI_ISL_852666	2020-04-07	2021-01-20	Europe / Germany / Baden-Wurttemberg / Freiburg
EPI_ISL_776470	2020-04-24	2021-01-07	Europe / Germany / Hamburg
EPI_ISL_850219	2020-06-27	2021-01-20	Asia / South Korea
EPI_ISL_806329	2020-03-27	2021-01-12	North America / Canada / Alberta
EPI_ISL_805988	2020-05-14	2021-01-12	North America / Canada / Alberta
EPI_ISL_805884	2020-04-27	2021-01-12	North America / Canada / Alberta
EPI_ISL_805610	2020-05-15	2021-01-12	North America / Canada / Alberta
EPI_ISL_805700	2020-05-03	2021-01-12	North America / Canada / Alberta
EPI_ISL_805502	2020-04-16	2021-01-12	North America / Canada / Alberta
EPI_ISL_805409	2020-05-03	2021-01-12	North America / Canada / Alberta
EPI_ISL_805524	2020-04-26	2021-01-12	North America / Canada / Alberta
EPI_ISL_805049	2020-04-21	2021-01-12	North America / Canada / Alberta
EPI_ISL_783570	2020-06-30	2021-01-08	North America / USA / Texas / Houston
EPI_ISL_806370	2020-04-13	2021-01-12	North America / Canada / Alberta
EPI_ISL_791670	2020-04-14	2021-01-09	North America / USA / Massachusetts
EPI_ISL_780670	2020-04-25	2021-01-08	North America / USA / Ohio
EPI_ISL_805570	2020-04-27	2021-01-12	North America / Canada / Alberta
EPI_ISL_806270	2020-04-13	2021-01-12	North America / Canada / Alberta
EPI_ISL_856870	2020-03-27	2021-01-21	Europe / Italy / Campania
EPI_ISL_774970	2020-06-28	2021-01-07	Asia / Bangladesh / Dhaka
EPI_ISL_776070	2020-03-17	2021-01-07	Europe / Germany / Hamburg
