Accession ID	Collection date	Submission date	Location
EPI_ISL_614366	2020-06-20	2020-11-05	Africa / Cote d’Ivoire / Bouake
EPI_ISL_604866	2020-03-14	2020-10-30	North America / USA / Utah
EPI_ISL_572066	2020-03-17	2020-10-05	North America / USA / California
EPI_ISL_570116	2020-04-03	2020-10-04	North America / USA / Washington
EPI_ISL_571166	2020-03-22	2020-10-05	North America / USA / California
EPI_ISL_569867	2020-02-22	2020-10-03	Europe / Italy / Piedmont / Turin
EPI_ISL_571267	2020-03-18	2020-10-05	North America / USA / Arizona
EPI_ISL_572167	2020-03-15	2020-10-05	North America / USA / Minnesota
EPI_ISL_571667	2020-03-17	2020-10-05	North America / USA / New York
EPI_ISL_579167	2020-04-03	2020-10-14	Oceania / New Zealand / Southern
EPI_ISL_579567	2020-03-23	2020-10-14	North America / Canada / Nova Scotia
EPI_ISL_605067	2020-03-29	2020-10-30	Europe / Ireland / Dublin
EPI_ISL_602467	2020-03-31	2020-10-28	Europe / Germany / North Rhine-Westphalia / Essen
EPI_ISL_568940	2020-04-14	2020-10-02	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_568467	2020-06-23	2020-10-01	Europe / United Kingdom / Scotland
EPI_ISL_591267	2020-04-14	2020-10-21	North America / Canada / Ontario / Toronto
EPI_ISL_570267	2020-05-22	2020-10-04	North America / USA / Washington
EPI_ISL_569467	2020-03-20	2020-10-02	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_583467	2020-03-24	2020-10-16	North America / USA / New York
EPI_ISL_576167	2020-03-25	2020-10-09	North America / USA / Delaware / New Castle County
EPI_ISL_596340	2020-06-09	2020-10-26	Europe / Russia / Moscow
EPI_ISL_596840	2020-04-09	2020-10-27	Oceania / Australia / Western Australia
EPI_ISL_566084	2020-03-19	2020-10-01	North America / USA / Delaware / Sussex County
EPI_ISL_576157	2020-03-25	2020-10-09	North America / USA / Delaware / Kent County
EPI_ISL_593957	2020-03-31	2020-10-23	North America / USA / Delaware / New Castle County
EPI_ISL_584013	2020-03-25	2020-10-19	North America / USA / Delaware / New Castle County
EPI_ISL_604367	2020-03-18	2020-10-30	North America / USA / New York
EPI_ISL_603867	2020-03-13	2020-10-30	North America / USA / Utah
EPI_ISL_586467	2020-04-12	2020-10-19	North America / Canada / Ontario / Toronto
EPI_ISL_593938	2020-03-22	2020-10-23	North America / USA / Delaware / New Castle County
EPI_ISL_576223	2020-03-25	2020-10-09	North America / USA / Delaware / New Castle County
EPI_ISL_584014	2020-03-27	2020-10-19	North America / USA / Delaware / Sussex County
EPI_ISL_593955	2020-03-30	2020-10-23	North America / USA / Delaware / Sussex County
EPI_ISL_576162	2020-03-25	2020-10-09	North America / USA / Delaware / Sussex County
EPI_ISL_576226	2020-03-25	2020-10-09	North America / USA / Delaware / New Castle County
EPI_ISL_568967	2020-05-01	2020-10-02	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_569267	2020-03-18	2020-10-02	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_570167	2020-04-12	2020-10-04	North America / USA / Washington
EPI_ISL_574967	2020-03-17	2020-10-07	Europe / Switzerland / Uri
EPI_ISL_604567	2020-03-16	2020-10-30	North America / USA / New York
EPI_ISL_571767	2020-03-14	2020-10-05	North America / USA / Minnesota
EPI_ISL_571067	2020-03-22	2020-10-05	North America / USA / Michigan
EPI_ISL_582267	2020-03-27	2020-10-16	North America / Canada / Manitoba
EPI_ISL_569767	2020-06-03	2020-10-03	Europe / Russia / Omsk / Omsk
EPI_ISL_584511	2020-05-05	2020-10-19	Europe / United Kingdom / England
EPI_ISL_583768	2020-03-16	2020-10-18	Europe / Austria
EPI_ISL_604268	2020-03-15	2020-10-30	North America / USA / New York
EPI_ISL_571868	2020-03-21	2020-10-05	North America / USA / Michigan
EPI_ISL_572068	2020-03-17	2020-10-05	North America / USA / California
EPI_ISL_603168	2020-06-07	2020-10-30	Europe / Italy / Lazio
EPI_ISL_604068	2020-03-16	2020-10-30	North America / USA / Minnesota
EPI_ISL_614368	2020-06-19	2020-11-05	Africa / Cote d’Ivoire / Bouake
EPI_ISL_614468	2020-05-11	2020-11-05	Europe / Denmark / Hovedstaden
EPI_ISL_570468	2020-06-24	2020-10-04	North America / USA / Washington
EPI_ISL_570068	2020-03-25	2020-10-04	North America / USA / Washington
EPI_ISL_603868	2020-03-14	2020-10-30	North America / USA / Utah
EPI_ISL_605068	2020-03-18	2020-10-30	Europe / Ireland / Mayo
EPI_ISL_574968	2020-03-18	2020-10-07	Europe / Switzerland / Uri
EPI_ISL_583668	2020-04-19	2020-10-18	Europe / Austria
EPI_ISL_570168	2020-04-12	2020-10-04	North America / USA / Washington
EPI_ISL_570368	2020-06-16	2020-10-04	North America / USA / Washington
EPI_ISL_569468	2020-03-21	2020-10-02	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_584568	2020-06-05	2020-10-19	Europe / United Kingdom / England
EPI_ISL_569540	2020-04-03	2020-10-02	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_590918	2020-03-30	2020-10-20	Europe / Norway / Oslo
EPI_ISL_590768	2020-04-11	2020-10-20	North America / USA / Minnesota
EPI_ISL_589468	2020-05-09	2020-10-20	Europe / United Kingdom / England
EPI_ISL_569968	2020-05-23	2020-10-03	North America / Canada / Ontario
EPI_ISL_569768	2020-06-07	2020-10-03	Europe / Russia / Omsk / Nizhnyaya Omka
EPI_ISL_574941	2020-03-19	2020-10-07	Europe / Switzerland / Geneva
EPI_ISL_574841	2020-03-27	2020-10-07	Europe / Switzerland / Bern
EPI_ISL_579469	2020-03-25	2020-10-14	Oceania / New Zealand / Canterbury
EPI_ISL_571669	2020-03-16	2020-10-05	North America / USA / New York
EPI_ISL_583869	2020-03-04	2020-10-18	Europe / Austria
EPI_ISL_604469	2020-03-17	2020-10-30	North America / USA / Michigan
EPI_ISL_603869	2020-03-14	2020-10-30	North America / USA / Utah
EPI_ISL_603969	2020-03-17	2020-10-30	North America / USA / Michigan
EPI_ISL_604969	2020-03-13	2020-10-30	North America / USA / Utah
EPI_ISL_604769	2020-03-16	2020-10-30	North America / USA / California
EPI_ISL_603841	2020-03-17	2020-10-30	North America / USA / Michigan
EPI_ISL_603941	2020-03-18	2020-10-30	North America / USA / Florida
EPI_ISL_604069	2020-03-17	2020-10-30	North America / USA / Minnesota
EPI_ISL_610269	2020-05-05	2020-11-03	North America / USA / New Mexico
EPI_ISL_571569	2020-03-19	2020-10-05	North America / USA / Wisconsin
EPI_ISL_603169	2020-06-07	2020-10-30	Europe / Italy / Lazio
EPI_ISL_571169	2020-03-22	2020-10-05	North America / USA / California
EPI_ISL_591169	2020-04-11	2020-10-21	North America / Canada / Ontario / Toronto
EPI_ISL_579169	2020-04-02	2020-10-14	Oceania / New Zealand / Southern
EPI_ISL_604569	2020-03-16	2020-10-30	North America / USA / New York
EPI_ISL_571469	2020-03-20	2020-10-05	North America / USA / Michigan
EPI_ISL_580769	2020-05-09	2020-10-14	Europe / United Kingdom / England
EPI_ISL_569869	2020-03-31	2020-10-03	Europe / Italy / Piedmont / Turin
EPI_ISL_570069	2020-03-26	2020-10-04	North America / USA / Washington
EPI_ISL_581669	2020-04-01	2020-10-14	Europe / Switzerland / Basel-Stadt
EPI_ISL_605069	2020-03-20	2020-10-30	Europe / Ireland / Dublin
EPI_ISL_576169	2020-03-24	2020-10-09	North America / USA / Delaware / Kent County
EPI_ISL_569769	2020-06-05	2020-10-03	Europe / Russia / Omsk / Omsk
EPI_ISL_571369	2020-03-18	2020-10-05	North America / USA / Michigan
EPI_ISL_581769	2020-03-26	2020-10-14	Europe / Switzerland / Basel-Stadt
EPI_ISL_593969	2020-03-31	2020-10-23	North America / USA / Delaware / Sussex County
EPI_ISL_569269	2020-03-18	2020-10-02	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_571769	2020-03-15	2020-10-05	North America / USA / Minnesota
EPI_ISL_578769	2020-05-28	2020-10-14	North America / USA / Louisiana / Webster Parish
EPI_ISL_603769	2020-03-17	2020-10-30	North America / USA / California
EPI_ISL_582869	2020-06-27	2020-10-16	North America / USA / California / Santa Clara County
EPI_ISL_572069	2020-03-18	2020-10-05	North America / USA / California
EPI_ISL_581869	2020-04-03	2020-10-14	Europe / Switzerland / Basel-Landschaft
EPI_ISL_591370	2020-05-25	2020-10-22	Asia / Japan
EPI_ISL_571670	2020-03-16	2020-10-05	North America / USA / New York
EPI_ISL_571270	2020-03-18	2020-10-05	North America / USA / California
EPI_ISL_583870	2020-03-06	2020-10-18	Europe / Austria
EPI_ISL_603970	2020-03-17	2020-10-30	North America / USA / Michigan
EPI_ISL_610170	2020-03-27	2020-10-28	Asia / Hong Kong
EPI_ISL_572070	2020-03-18	2020-10-05	North America / USA / California
EPI_ISL_583811	2020-03-29	2020-10-18	Europe / Austria
EPI_ISL_571611	2020-03-18	2020-10-05	North America / USA / Michigan
EPI_ISL_604670	2020-03-16	2020-10-30	North America / USA / California
EPI_ISL_594070	2020-05-29	2020-10-23	North America / USA / Utah
EPI_ISL_602560	2020-06-25	2020-10-26	North America / USA / Alaska
EPI_ISL_576170	2020-03-12	2020-10-09	North America / USA / Pennsylvania
EPI_ISL_604170	2020-03-14	2020-10-30	North America / USA / Utah
EPI_ISL_593970	2020-03-31	2020-10-23	North America / USA / Delaware / Sussex County
EPI_ISL_603170	2020-06-22	2020-10-30	Europe / Italy / Lazio
EPI_ISL_589570	2020-05-05	2020-10-20	Europe / United Kingdom / England
EPI_ISL_604570	2020-03-15	2020-10-30	North America / USA / New York
EPI_ISL_610270	2020-05-04	2020-11-03	North America / USA / New Mexico
EPI_ISL_570170	2020-04-11	2020-10-04	North America / USA / Washington
EPI_ISL_571370	2020-03-18	2020-10-05	North America / USA / Michigan
EPI_ISL_570370	2020-06-17	2020-10-04	North America / USA / Washington
EPI_ISL_570870	2020-06-27	2020-10-04	North America / USA / Washington
EPI_ISL_570970	2020-04-14	2020-10-04	North America / USA / Washington
EPI_ISL_579170	2020-04-03	2020-10-14	Oceania / New Zealand / Southern
EPI_ISL_571612	2020-03-19	2020-10-05	North America / USA / Michigan
EPI_ISL_604912	2020-03-16	2020-10-30	North America / USA / California
EPI_ISL_582870	2020-06-27	2020-10-16	North America / USA / California / Santa Clara County
EPI_ISL_604370	2020-03-17	2020-10-30	North America / USA / New York
EPI_ISL_591070	2020-05-20	2020-07-29	Asia / South Korea
EPI_ISL_591170	2020-04-11	2020-10-21	North America / Canada / Ontario / Toronto
EPI_ISL_571970	2020-03-17	2020-10-05	North America / USA / New Jersey
EPI_ISL_589471	2020-05-05	2020-10-20	Europe / United Kingdom / England
EPI_ISL_576171	2020-03-16	2020-10-09	North America / USA / Pennsylvania
EPI_ISL_570342	2020-06-09	2020-10-04	North America / USA / Washington
EPI_ISL_578871	2020-06-23	2020-10-14	North America / USA / Louisiana / Bossier Parish
EPI_ISL_578671	2020-05-27	2020-10-13	North America / USA / Wisconsin / Winnebago County
EPI_ISL_569971	2020-05-23	2020-10-03	North America / Canada / Ontario
EPI_ISL_571671	2020-03-17	2020-10-05	North America / USA / New York
EPI_ISL_578371	2020-03-11	2020-10-13	North America / USA / Wisconsin / Winnebago County
EPI_ISL_585171	2020-03-30	2020-10-19	Europe / United Kingdom / Northern Ireland
EPI_ISL_604971	2020-03-13	2020-10-30	North America / USA / Utah
EPI_ISL_593971	2020-04-01	2020-10-23	North America / USA / Delaware / Kent County
EPI_ISL_569271	2020-03-18	2020-10-02	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_571071	2020-03-22	2020-10-05	North America / USA / Michigan
EPI_ISL_572271	2020-06-22	2020-10-05	North America / USA / Virginia
EPI_ISL_579571	2020-03-25	2020-10-14	North America / Canada / Nova Scotia
EPI_ISL_582271	2020-04-07	2020-10-16	North America / Canada / Manitoba
EPI_ISL_568971	2020-05-05	2020-10-02	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_569371	2020-03-28	2020-10-02	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_569771	2020-06-05	2020-10-03	Europe / Russia / Omsk / Omsk
EPI_ISL_570271	2020-06-01	2020-10-04	North America / USA / Washington
EPI_ISL_572071	2020-03-18	2020-10-05	North America / USA / California
EPI_ISL_578171	2020-05-07	2020-10-13	North America / USA / Michigan
EPI_ISL_579071	2020-03-25	2020-10-14	Oceania / New Zealand / Hawkes Bay
EPI_ISL_586271	2020-04-09	2020-10-19	North America / Canada / Ontario / Toronto
EPI_ISL_604571	2020-03-15	2020-10-30	North America / USA / New York
EPI_ISL_605071	2020-03-26	2020-10-30	Europe / Ireland / Dublin
EPI_ISL_594271	2020-06-22	2020-10-26	North America / USA / Utah
EPI_ISL_604071	2020-03-16	2020-10-30	North America / USA / Minnesota
EPI_ISL_604471	2020-03-17	2020-10-30	North America / USA / Michigan
EPI_ISL_604171	2020-03-16	2020-10-30	North America / USA / Utah
EPI_ISL_603871	2020-03-14	2020-10-30	North America / USA / Utah
EPI_ISL_604871	2020-03-16	2020-10-30	North America / USA / Washington
