Accession ID	Collection date	Submission date	Location
EPI_ISL_419181	2020-03-22	2020-04-01	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_415481	2020-03-08	2020-03-17	Europe / Netherlands
EPI_ISL_428781	2020-04-06	2020-04-22	North America / USA / New York / Brooklyn
EPI_ISL_417681	2020-03-04	2020-03-27	Europe / Iceland / Reykjavik
EPI_ISL_423381	2020-03-29	2020-04-12	Europe / United Kingdom / England
EPI_ISL_417082	2020-03-02	2020-03-24	North America / USA / Washington / Grant County
EPI_ISL_417282	2020-03-05	2020-03-25	Europe / United Kingdom / England
EPI_ISL_424882	2020-03-05	2020-04-13	North America / USA / Pennsylvania
EPI_ISL_425982	2020-03-29	2020-04-14	Europe / United Kingdom / Scotland
EPI_ISL_427282	2020-03-22	2020-04-17	North America / USA / Minnesota
EPI_ISL_424382	2020-03-19	2020-04-13	Europe / Iceland / Reykjavik
EPI_ISL_424182	2020-03-18	2020-04-12	North America / USA / Washington
EPI_ISL_425782	2020-03-14	2020-04-14	Europe / United Kingdom / Scotland
EPI_ISL_416366	2020-01-30	2020-03-20	Asia / China / Shanghai
EPI_ISL_425466	2020-03-11	2020-04-14	Europe / United Kingdom / England
EPI_ISL_422682	2020-03-19	2020-04-11	Europe / Netherlands
EPI_ISL_416866	2020-01-24	2020-03-23	Asia / Malaysia / Selangor
EPI_ISL_426682	2020-03-22	2020-04-17	Oceania / Australia / Victoria
EPI_ISL_422666	2020-03-16	2020-04-11	Europe / Netherlands
EPI_ISL_426082	2020-03-25	2020-04-14	North America / USA / Washington
EPI_ISL_419766	2020-03-12	2020-04-03	Oceania / Australia / Victoria
EPI_ISL_423466	2020-03-30	2020-04-12	Europe / United Kingdom / England
EPI_ISL_421466	2020-03-20	2020-04-08	Europe / Portugal
EPI_ISL_416583	2020-02-15	2020-03-23	Asia / Japan
EPI_ISL_418866	2020-03-13	2020-03-31	North America / USA / Washington
EPI_ISL_426566	2020-04-01	2020-04-17	North America / USA / Arizona
EPI_ISL_418183	2020-03-17	2020-03-28	Europe / Hungary / Baranya
EPI_ISL_419883	2020-03-19	2020-04-03	Oceania / Australia / Victoria
EPI_ISL_417966	2020-03-13	2020-03-27	North America / USA / Utah
EPI_ISL_421666	2020-03-10	2020-04-09	Asia / India
EPI_ISL_425566	2020-03-26	2020-04-14	Europe / United Kingdom / England
EPI_ISL_418716	2020-03-17	2020-03-30	Europe / United Kingdom / England
EPI_ISL_428466	2020-01-26	2020-04-21	Asia / China / Guangdong / Dongguan
EPI_ISL_425166	2020-03-30	2020-04-14	North America / USA / Wisconsin / Dane County
EPI_ISL_419666	2020-03-11	2020-04-03	Europe / Austria
EPI_ISL_422766	2020-03-27	2020-04-11	Europe / Netherlands
EPI_ISL_415466	2020-03-09	2020-03-17	Europe / Netherlands
EPI_ISL_422966	2020-03-16	2020-04-12	North America / USA / Washington
EPI_ISL_424940	2020-04-01	2020-04-14	North America / USA / New York / Queens
EPI_ISL_417540	2020-03-17	2020-03-27	Europe / Iceland / Reykjavik
EPI_ISL_427240	2020-03-31	2020-04-17	North America / USA / Washington
EPI_ISL_428467	2020-01-26	2020-04-21	Asia / China / Guangdong / Dongguan
EPI_ISL_424240	2020-03-21	2020-04-12	North America / USA / Washington
EPI_ISL_424340	2020-03-24	2020-04-12	North America / USA / Washington
EPI_ISL_424440	2020-03-19	2020-04-13	Europe / Iceland / Reykjavik
EPI_ISL_421867	2020-03-27	2020-04-09	Europe / United Kingdom / England
EPI_ISL_425633	2020-03-29	2020-04-14	Europe / United Kingdom / England
EPI_ISL_422067	2020-03-24	2020-04-10	Europe / United Kingdom / Wales
EPI_ISL_423467	2020-03-30	2020-04-12	Europe / United Kingdom / England
EPI_ISL_426167	2020-02-23	2020-04-15	Asia / South Korea
EPI_ISL_425267	2020-04-01	2020-04-14	Europe / United Kingdom / England
EPI_ISL_427717	2020-03-16	2020-04-19	Oceania / Australia / New South Wales / Sydney
EPI_ISL_420617	2020-03-23	2020-04-06	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_418967	2020-03-11	2020-03-31	North America / USA / Utah
EPI_ISL_428367	2020-03-23	2020-04-20	Europe / France / Normandie / Carentan
EPI_ISL_420367	2020-03-05	2020-04-06	Europe / Belgium / Knokke-Heist
EPI_ISL_424267	2020-03-22	2020-04-12	North America / USA
EPI_ISL_424467	2020-03-20	2020-04-13	Europe / Iceland / Reykjavik
EPI_ISL_414367	2020-03-05	2020-03-11	North America / USA / Washington
EPI_ISL_427667	2020-03-23	2020-04-19	Oceania / Australia / New South Wales / Sydney
EPI_ISL_408667	2020-01-31	2020-02-10	Asia / Japan / Tokyo
EPI_ISL_421367	2020-03-17	2020-04-07	North America / USA / New York / Manhattan
EPI_ISL_419767	2020-03-11	2020-04-03	Oceania / Australia / Victoria
EPI_ISL_418067	2020-03-15	2020-03-28	North America / USA / Washington
EPI_ISL_424867	2020-03-06	2020-04-13	North America / USA / Kansas
EPI_ISL_424967	2020-04-01	2020-04-14	North America / USA / New York / Bronx
EPI_ISL_427167	2020-03-26	2020-04-17	North America / USA / Idaho
EPI_ISL_428868	2020-03-13	2020-04-22	Europe / Russia / Saint Petersburg
EPI_ISL_427268	2020-03-30	2020-04-17	North America / USA / Washington
EPI_ISL_424268	2020-03-22	2020-04-12	North America / USA
EPI_ISL_425468	2020-03-12	2020-04-14	Europe / United Kingdom / England
EPI_ISL_424668	2020-03-16	2020-04-13	North America / USA / Arizona
EPI_ISL_425968	2020-03-28	2020-04-14	Europe / United Kingdom / Scotland
EPI_ISL_424568	2020-03-28	2020-04-13	Europe / Iceland / Reykjavik
EPI_ISL_425868	2020-03-22	2020-04-14	Europe / United Kingdom / Scotland
EPI_ISL_428768	2020-04-05	2020-04-22	North America / USA / New York / Brooklyn
EPI_ISL_426168	2020-02-02	2020-04-15	Asia / South Korea
EPI_ISL_417568	2020-03-17	2020-03-27	Europe / Iceland / Reykjavik
EPI_ISL_421468	2020-03-21	2020-04-08	Europe / Portugal
EPI_ISL_416468	2020-03-02	2020-03-22	Europe / Belgium / Holsbeek
EPI_ISL_427668	2020-03-21	2020-04-19	Oceania / Australia / New South Wales / Sydney
EPI_ISL_419568	2020-03-14	2020-04-02	Europe / Luxembourg
EPI_ISL_422668	2020-03-17	2020-04-11	Europe / Netherlands
EPI_ISL_418868	2020-03-13	2020-03-31	North America / USA / Washington
EPI_ISL_420368	2020-03-19	2020-04-06	Europe / Belgium / Boussu
EPI_ISL_418668	2020-03-09	2020-03-30	Europe / United Kingdom / England
EPI_ISL_427741	2020-03-21	2020-04-19	Oceania / Australia / New South Wales / Sydney
EPI_ISL_417468	2020-03-16	2020-03-26	Europe / Germany / North Rhine-Westphalia / Duesseldorf
EPI_ISL_425269	2020-03-31	2020-04-14	Europe / United Kingdom / England
EPI_ISL_424969	2020-03-17	2020-04-14	Asia / Taiwan / Taoyuan
EPI_ISL_417469	2020-03-12	2020-03-26	North America / USA / Minnesota
EPI_ISL_427169	2020-03-30	2020-04-17	North America / USA / Idaho
EPI_ISL_416669	2020-03-11	2020-03-23	North America / USA / Washington
EPI_ISL_424869	2020-03-04	2020-04-13	North America / USA / Maryland
EPI_ISL_420269	2020-03-23	2020-04-06	Europe / United Kingdom / England / South Yorkshire
EPI_ISL_425669	2020-03-15	2020-04-14	Europe / United Kingdom / Scotland
EPI_ISL_428869	2020-03-13	2020-04-22	Europe / Russia / Moscow
EPI_ISL_414569	2020-02-12	2020-03-13	Asia / Hong Kong
EPI_ISL_427569	2020-03-15	2020-04-19	North America / USA / New York / Manhattan
EPI_ISL_426669	2020-03-22	2020-04-17	Oceania / Australia / Victoria
EPI_ISL_425969	2020-03-28	2020-04-14	Europe / United Kingdom / Scotland
EPI_ISL_416469	2020-03-03	2020-03-22	Europe / Belgium / Kessel-Lo
EPI_ISL_425720	2020-03-12	2020-04-14	Europe / United Kingdom / Scotland
EPI_ISL_422969	2020-03-17	2020-04-12	North America / USA / Washington
EPI_ISL_424469	2020-03-20	2020-04-13	Europe / Iceland / Reykjavik
EPI_ISL_416569	2020-02-15	2020-03-23	Asia / Japan
EPI_ISL_427769	2020-03-22	2020-04-19	Oceania / Australia / New South Wales / Sydney
EPI_ISL_419169	2020-03-21	2020-04-01	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_417370	2020-03-14	2020-03-25	North America / USA / Washington
EPI_ISL_420270	2020-03-22	2020-04-06	Europe / United Kingdom / England / South Yorkshire
EPI_ISL_425270	2020-03-31	2020-04-14	Europe / United Kingdom / England
EPI_ISL_414470	2020-03-06	2020-03-12	Europe / Netherlands / Zuid-Holland
EPI_ISL_418670	2020-03-11	2020-03-30	Europe / United Kingdom / England
EPI_ISL_428441	2020-01-29	2020-04-21	Asia / China / Guangdong / Huizhou
EPI_ISL_428447	2020-01-21	2020-04-21	Asia / China / Guangdong / Shenzhen
EPI_ISL_417970	2020-03-16	2020-03-27	North America / USA / Utah
EPI_ISL_423070	2020-03-24	2020-04-12	Europe / United Kingdom / England
EPI_ISL_420370	2020-03-19	2020-04-06	Europe / Belgium / Namur
EPI_ISL_427470	2020-04-01	2020-04-18	North America / USA / New York / Staten Island
EPI_ISL_427670	2020-03-21	2020-04-19	Oceania / Australia / New South Wales / Sydney
EPI_ISL_426770	2020-03-23	2020-04-17	Oceania / Australia / Victoria
EPI_ISL_417312	2020-03-08	2020-03-25	Europe / United Kingdom / England
EPI_ISL_417170	2020-03-02	2020-03-24	North America / USA / Washington
EPI_ISL_419570	2020-03-12	2020-04-02	Europe / Luxembourg
EPI_ISL_425470	2020-03-12	2020-04-14	Europe / United Kingdom / England
EPI_ISL_421670	2020-03-12	2020-04-09	Asia / India
EPI_ISL_424470	2020-03-20	2020-04-13	Europe / Iceland / Reykjavik
EPI_ISL_417521	2020-03-10	2020-03-27	Asia / Taiwan / Taoyuan
EPI_ISL_408670	2020-01-31	2020-02-10	North America / USA / Wisconsin
EPI_ISL_423570	2020-04-01	2020-04-12	Europe / United Kingdom / England
EPI_ISL_424970	2020-03-17	2020-04-14	Asia / Taiwan / Taoyuan
EPI_ISL_419870	2020-03-18	2020-04-03	Oceania / Australia / Victoria
EPI_ISL_412870	2020-01-30	2020-02-28	Asia / South Korea / Seoul
EPI_ISL_426470	2020-03-31	2020-04-17	North America / USA / Virginia
EPI_ISL_417570	2020-03-17	2020-03-27	Europe / Iceland / Reykjavik
EPI_ISL_419670	2020-03-16	2020-04-03	Europe / Austria
EPI_ISL_421470	2020-03-21	2020-04-08	Europe / Portugal
EPI_ISL_427370	2020-04-07	2020-04-18	Europe / Belgium / Liege
EPI_ISL_420070	2020-03-17	2020-04-04	Africa / Senegal / Dakar
EPI_ISL_422871	2020-03-09	2020-04-11	Europe / Netherlands / Noord-Brabant
EPI_ISL_428871	2020-03-13	2020-04-22	Europe / Russia / Krasnoyarsk
EPI_ISL_427371	2020-04-07	2020-04-18	Europe / Belgium / Liege
EPI_ISL_423771	2020-03-24	2020-04-12	Europe / United Kingdom / England
EPI_ISL_424671	2020-03-17	2020-04-13	North America / USA / Arizona
EPI_ISL_416471	2020-03-02	2020-03-22	Europe / Belgium / Kessel-Lo
EPI_ISL_419671	2020-03-19	2020-04-03	Europe / Austria
EPI_ISL_426171	2020-02-05	2020-04-15	Asia / South Korea
EPI_ISL_422671	2020-03-17	2020-04-11	Europe / Netherlands
EPI_ISL_421171	2020-03-05	2020-04-07	Europe / Spain / Madrid
EPI_ISL_423471	2020-03-30	2020-04-12	Europe / United Kingdom / England
EPI_ISL_418771	2020-03-13	2020-03-30	North America / USA / Washington
EPI_ISL_416142	2020-02-26	2020-03-20	Europe / Denmark / Hovedstaden / Copenhagen
EPI_ISL_416571	2020-02-15	2020-03-23	Asia / Japan
EPI_ISL_422171	2020-03-30	2020-04-10	Europe / United Kingdom / Wales
EPI_ISL_427471	2020-04-01	2020-04-18	North America / USA / New York / Nassau County
EPI_ISL_412871	2020-01-31	2020-02-28	Asia / South Korea / Seoul
EPI_ISL_422071	2020-03-24	2020-04-10	Europe / United Kingdom / Wales
EPI_ISL_423071	2020-03-23	2020-04-12	Europe / United Kingdom / England
EPI_ISL_425243	2020-04-01	2020-04-14	Europe / United Kingdom / England
EPI_ISL_427372	2020-04-07	2020-04-18	Europe / Belgium / Liege
EPI_ISL_419942	2020-03-21	2020-04-03	Oceania / Australia / Victoria
EPI_ISL_413572	2020-03-01	2020-03-07	Europe / Netherlands / Noord-Holland / Haarlem
EPI_ISL_423372	2020-03-28	2020-04-12	Europe / United Kingdom / England
EPI_ISL_420072	2020-03-18	2020-04-04	Africa / Senegal / Thies / Mbour
EPI_ISL_422642	2020-03-09	2020-04-11	Europe / Netherlands / Gelderland
EPI_ISL_426972	2020-03-27	2020-04-17	Oceania / Australia / Victoria
EPI_ISL_426672	2020-03-22	2020-04-17	Oceania / Australia / Victoria
EPI_ISL_425772	2020-03-13	2020-04-14	Europe / United Kingdom / Scotland
EPI_ISL_421772	2020-03-24	2020-04-09	Europe / United Kingdom / England
EPI_ISL_414642	2020-03-08	2020-03-15	Europe / Finland
EPI_ISL_422672	2020-03-17	2020-04-11	Europe / Netherlands
EPI_ISL_418672	2020-03-15	2020-03-30	Europe / United Kingdom / England
EPI_ISL_420272	2020-03-23	2020-04-06	Europe / United Kingdom / England / South Yorkshire
EPI_ISL_415742	2020-02-27	2020-03-19	Asia / Taiwan / Taoyuan
EPI_ISL_426472	2020-04-03	2020-04-17	North America / USA / Virginia
EPI_ISL_417972	2020-03-09	2020-03-27	Europe / Spain / Madrid
EPI_ISL_423242	2020-03-25	2020-04-12	Europe / United Kingdom / England
EPI_ISL_424842	2020-03-07	2020-04-13	North America / USA / South Carolina
EPI_ISL_417642	2020-03-18	2020-03-27	Europe / Iceland / Reykjavik
EPI_ISL_427272	2020-03-23	2020-04-17	North America / USA / Arizona
EPI_ISL_419842	2020-03-17	2020-04-03	Oceania / Australia / Victoria
EPI_ISL_424872	2020-03-08	2020-04-13	North America / USA / North Carolina
EPI_ISL_428772	2020-04-05	2020-04-22	North America / USA / New York / Brooklyn
EPI_ISL_421172	2020-03-09	2020-04-07	Europe / Spain / Madrid
EPI_ISL_412972	2020-02-27	2020-03-01	North America / Mexico / Mexico City
EPI_ISL_425972	2020-03-28	2020-04-14	Europe / United Kingdom / Scotland
EPI_ISL_427472	2020-04-01	2020-04-18	North America / USA / New York / Nassau County
EPI_ISL_419172	2020-03-21	2020-04-01	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_416372	2020-02-01	2020-03-20	Asia / China / Shanghai
EPI_ISL_424472	2020-03-20	2020-04-13	Europe / Iceland / Reykjavik
EPI_ISL_420572	2020-03-17	2020-04-06	North America / USA / New York / Nassau County
EPI_ISL_428672	2020-03-19	2020-04-21	Asia / Sri Lanka
EPI_ISL_417672	2020-03-16	2020-03-27	Europe / Iceland / Reykjavik
EPI_ISL_427773	2020-03-20	2020-04-19	Oceania / Australia / New South Wales / Sydney
EPI_ISL_428873	2020-03-19	2020-04-22	Europe / Russia / Sverdlovsk
EPI_ISL_418944	2020-03-15	2020-03-31	North America / USA / Washington
EPI_ISL_420042	2020-03-17	2020-04-04	Europe / France / Île-de-France / Orsay
EPI_ISL_422673	2020-03-17	2020-04-11	Europe / Netherlands
EPI_ISL_418224	2020-03-08	2020-03-29	Europe / France / Hauts-de-France / Compiègne
EPI_ISL_423373	2020-03-28	2020-04-12	Europe / United Kingdom / England
EPI_ISL_421743	2020-03-17	2020-04-09	Europe / Luxembourg
EPI_ISL_416573	2020-02-15	2020-03-23	Asia / Japan
EPI_ISL_424273	2020-03-22	2020-04-12	North America / USA / Washington
EPI_ISL_428443	2020-01-21	2020-04-21	Asia / China / Guangdong / Guangzhou
EPI_ISL_418943	2020-03-17	2020-03-31	North America / USA / Washington
EPI_ISL_422073	2020-03-24	2020-04-10	Europe / United Kingdom / Wales
EPI_ISL_419573	2020-03-11	2020-04-02	Europe / Luxembourg
EPI_ISL_426463	2020-03-29	2020-04-17	North America / USA / Virginia
EPI_ISL_415473	2020-03-09	2020-03-17	Europe / Netherlands
EPI_ISL_422843	2020-03-11	2020-04-11	Europe / Netherlands
EPI_ISL_419673	2020-03-22	2020-04-03	Europe / Austria
EPI_ISL_425573	2020-03-23	2020-04-14	Europe / United Kingdom / England
EPI_ISL_423973	2020-03-20	2020-04-12	Europe / United Kingdom / England
EPI_ISL_426043	2020-03-06	2020-04-14	North America / USA / New York / Westchester County
EPI_ISL_417873	2020-03-10	2020-03-27	Europe / Iceland / Reykjavik
EPI_ISL_416373	2020-02-07	2020-03-20	Asia / China / Shanghai
EPI_ISL_412873	2020-02-06	2020-02-28	Asia / South Korea / Chungcheongnam-do
EPI_ISL_417973	2020-03-19	2020-03-27	North America / USA / Utah
EPI_ISL_418773	2020-03-13	2020-03-30	North America / USA / Washington
EPI_ISL_414045	2020-03-04	2020-03-11	South America / Brazil / Rio de Janeiro
EPI_ISL_421173	2020-03-08	2020-04-07	Europe / Spain / Madrid
EPI_ISL_425325	2020-03-29	2020-04-14	Europe / United Kingdom / England
EPI_ISL_420074	2020-03-20	2020-04-04	Africa / Senegal / Saint-Louis
EPI_ISL_417974	2020-03-19	2020-03-27	North America / USA / Utah
EPI_ISL_416474	2020-01-28	2020-03-22	Asia / China / Hangzhou
EPI_ISL_425574	2020-03-23	2020-04-14	Europe / United Kingdom / England
EPI_ISL_426474	2020-04-03	2020-04-17	North America / USA / Virginia
EPI_ISL_420174	2020-03-21	2020-04-06	Europe / United Kingdom / England / South Yorkshire
EPI_ISL_424974	2020-03-18	2020-04-14	Asia / Taiwan / Taoyuan
EPI_ISL_420274	2020-03-22	2020-04-06	Europe / United Kingdom / England / South Yorkshire
EPI_ISL_422674	2020-03-17	2020-04-11	Europe / Netherlands
EPI_ISL_422774	2020-03-27	2020-04-11	Europe / Netherlands
EPI_ISL_417374	2020-03-15	2020-03-25	North America / USA / Washington
EPI_ISL_421474	2020-03-21	2020-04-08	Europe / Portugal
EPI_ISL_419674	2020-03-24	2020-04-03	Europe / Austria
EPI_ISL_417074	2020-03-02	2020-03-24	North America / USA / Washington / King County
EPI_ISL_418074	2020-03-15	2020-03-28	North America / USA / Washington
EPI_ISL_424474	2020-03-20	2020-04-13	Europe / Iceland / Reykjavik
EPI_ISL_425874	2020-03-20	2020-04-14	Europe / United Kingdom / Scotland
EPI_ISL_423574	2020-04-01	2020-04-12	Europe / United Kingdom / England
EPI_ISL_419474	2020-03-20	2020-04-02	Europe / United Kingdom / Wales
EPI_ISL_428874	2020-03-20	2020-04-22	Europe / Russia / Sakha (Yakutia)
EPI_ISL_420774	2020-03-28	2020-04-06	Europe / United Kingdom / England
EPI_ISL_425475	2020-03-14	2020-04-14	Europe / United Kingdom / England
EPI_ISL_419774	2020-03-13	2020-04-03	Oceania / Australia / Victoria
EPI_ISL_418312	2020-03-25	2020-03-30	Europe / United Kingdom / England / South Yorkshire
EPI_ISL_417874	2020-03-10	2020-03-27	Europe / Iceland / Reykjavik
EPI_ISL_427675	2020-03-17	2020-04-19	Oceania / Australia / New South Wales / Sydney
EPI_ISL_413575	2020-02-29	2020-03-07	Europe / Netherlands / Utrecht / Houten
EPI_ISL_418912	2020-03-16	2020-03-31	North America / USA / Washington
EPI_ISL_428775	2020-04-05	2020-04-22	North America / USA / New York / Brooklyn
EPI_ISL_416475	2020-03-03	2020-03-22	Europe / Belgium / Leuven
EPI_ISL_419875	2020-03-18	2020-04-03	Oceania / Australia / Victoria
EPI_ISL_427475	2020-04-01	2020-04-18	North America / USA / New York / Staten Island
