Accession ID	Collection date	Submission date	Location
EPI_ISL_468481	2020-04-27	2020-06-16	North America / USA / California / Ventura County
EPI_ISL_468361	2020-04-08	2020-06-16	North America / USA / California / Alameda County
EPI_ISL_468872	2020-04-10	2020-06-17	Europe / Spain / Basque Country / San Sebastian
EPI_ISL_468553	2020-05-07	2020-06-16	North America / USA / California / San Joaquin County
EPI_ISL_468073	2020-05-10	2020-06-16	Asia / Bangladesh / Dhaka / Tangail
EPI_ISL_470417	2020-04-10	2020-06-18	Europe / United Kingdom / England
EPI_ISL_469982	2020-03-30	2020-06-18	Europe / United Kingdom / Scotland
EPI_ISL_478182	2020-05-08	2020-06-30	Europe / United Kingdom / Scotland
EPI_ISL_480666	2020-06-05	2020-07-02	Oceania / Australia / Victoria
EPI_ISL_476082	2020-05-15	2020-06-25	Europe / Switzerland / Bern
EPI_ISL_472766	2020-05-14	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_478166	2020-05-07	2020-06-30	Europe / United Kingdom / Scotland
EPI_ISL_480382	2020-03-16	2020-07-01	North America / USA / Wisconsin / Ozaukee County
EPI_ISL_471883	2020-04-28	2020-06-22	North America / USA / Michigan
EPI_ISL_470683	2020-04-12	2020-06-18	North America / USA / Utah
EPI_ISL_479166	2020-04-17	2020-06-30	Europe / United Kingdom / England
EPI_ISL_472966	2020-05-23	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_480266	2020-05-04	2020-07-01	Europe / Turkey / Istanbul
EPI_ISL_473966	2020-04-22	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_466583	2020-04-16	2020-06-11	Europe / United Kingdom / England
EPI_ISL_474983	2020-04-16	2020-06-23	Asia / Israel / Ramat Gan
EPI_ISL_474966	2020-04-25	2020-06-23	Asia / Israel / Netivot
EPI_ISL_479066	2020-04-28	2020-06-30	Europe / United Kingdom / England
EPI_ISL_480166	2020-04-07	2020-07-01	Asia / Japan / HokurikuShinsyu
EPI_ISL_468966	2020-04-15	2020-06-17	Europe / Spain / Balearic Islands / Palma
EPI_ISL_468584	2020-03-12	2020-06-16	North America / USA / New York
EPI_ISL_469884	2020-05-01	2020-06-18	Europe / United Kingdom / Northern Ireland
EPI_ISL_475084	2020-06-07	2020-06-23	Asia / Bangladesh / Rangpur
EPI_ISL_479184	2020-03-25	2020-06-30	Europe / United Kingdom / England
EPI_ISL_481166	2020-06-04	2020-07-02	Asia / India / Odisha
EPI_ISL_467142	2020-03-13	2020-06-12	Europe / Spain / Basque Country / Vitoria
EPI_ISL_475466	2020-03-19	2020-06-23	Europe / United Kingdom / England
EPI_ISL_473567	2020-04-20	2020-06-23	Europe / United Kingdom / Scotland
EPI_ISL_469040	2020-06-08	2020-06-17	Asia / India / Gujarat / Vadodara
EPI_ISL_470267	2020-04-20	2020-06-18	Europe / United Kingdom / England
EPI_ISL_469867	2020-04-29	2020-06-18	Europe / United Kingdom / Northern Ireland
EPI_ISL_469767	2020-04-24	2020-06-18	Europe / United Kingdom / England
EPI_ISL_475267	2020-04-30	2020-06-23	Europe / United Kingdom / England
EPI_ISL_480140	2020-04-02	2020-07-01	Asia / Japan / HokurikuShinsyu
EPI_ISL_468040	2020-04-01	2020-06-16	Oceania / Australia / South Australia
EPI_ISL_468140	2020-03-25	2020-06-16	Europe / Romania / Suceava
EPI_ISL_467867	2020-03-13	2020-06-15	North America / USA / Maryland
EPI_ISL_473340	2020-05-13	2020-06-23	Europe / United Kingdom / England
EPI_ISL_473540	2020-04-18	2020-06-23	Europe / United Kingdom / Scotland
EPI_ISL_474240	2020-04-02	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_474540	2020-04-27	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_468467	2020-05-11	2020-06-16	North America / USA / California / Ventura County
EPI_ISL_479667	2020-03-23	2020-06-29	North America / USA / New York
EPI_ISL_470440	2020-04-10	2020-06-18	Europe / United Kingdom / England
EPI_ISL_472940	2020-04-07	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_471840	2020-05-13	2020-06-22	North America / USA / Michigan
EPI_ISL_475640	2020-03-27	2020-06-23	North America / USA / California / Los Angeles County
EPI_ISL_475167	2020-06-07	2020-06-23	Asia / Bangladesh / Rangpur
EPI_ISL_475067	2020-03-18	2020-06-23	Europe / Belgium / Ghent
EPI_ISL_478740	2020-04-13	2020-06-30	Europe / United Kingdom / England
EPI_ISL_478840	2020-04-10	2020-06-30	Europe / United Kingdom / England
EPI_ISL_474467	2020-04-24	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_479067	2020-04-14	2020-06-30	Europe / United Kingdom / England
EPI_ISL_480367	2020-05-23	2020-07-01	North America / USA / Illinois / Winnebago County
EPI_ISL_467367	2020-04-27	2020-06-12	South America / Brazil / Rio de Janeiro / Niteroi
EPI_ISL_467967	2020-03-27	2020-06-16	North America / USA / California / San Diego County
EPI_ISL_475967	2020-04-09	2020-06-25	Asia / Singapore
EPI_ISL_480067	2020-03-31	2020-07-01	Asia / Japan / Kansai
EPI_ISL_475667	2020-04-07	2020-06-23	North America / USA / California / Los Angeles County
EPI_ISL_468367	2020-04-11	2020-06-16	North America / USA / California / Alameda County
EPI_ISL_476967	2020-04-11	2020-06-27	Europe / Belgium / Chercq
EPI_ISL_478967	2020-04-27	2020-06-30	Europe / United Kingdom / England
EPI_ISL_479567	2020-06-16	2020-06-30	Asia / India / Maharashtra
EPI_ISL_479967	2020-03-18	2020-07-01	Asia / Japan / HokurikuShinsyu
EPI_ISL_477711	2020-03-30	2020-06-29	North America / USA / Washington
EPI_ISL_475968	2020-03-20	2020-06-25	Asia / Singapore
EPI_ISL_466668	2020-05-04	2020-06-11	North America / USA / Nebraska
EPI_ISL_468868	2020-04-12	2020-06-17	Europe / Spain / Basque Country / San Sebastian
EPI_ISL_478568	2020-03-24	2020-06-30	Europe / United Kingdom / England
EPI_ISL_469568	2020-04-01	2020-06-18	Europe / United Kingdom / England
EPI_ISL_468411	2020-03-30	2020-06-16	North America / USA / California / San Luis Obispo County
EPI_ISL_468468	2020-05-08	2020-06-16	North America / USA / California / Ventura County
EPI_ISL_475068	2020-03-18	2020-06-23	Europe / Belgium / Ghent
EPI_ISL_468768	2020-03-21	2020-06-17	Europe / Spain / Aragon / Zaragoza
EPI_ISL_480068	2020-04-01	2020-07-01	Asia / Japan / Kansai
EPI_ISL_467268	2020-04-13	2020-06-12	Europe / Spain / Galicia / Negreira
EPI_ISL_470868	2020-03-20	2020-06-19	Oceania / Australia / Western Australia
EPI_ISL_474168	2020-05-06	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_476568	2020-05-14	2020-06-25	South America / Argentina / Ciudad Autonoma de Buenos Aires
EPI_ISL_479768	2020-04-15	2020-07-01	North America / USA / Florida / Miami-Dade County / Miami
EPI_ISL_479868	2020-03-16	2020-07-01	Asia / Japan / Kansai
EPI_ISL_477752	2020-04-23	2020-06-30	Europe / United Kingdom / England
EPI_ISL_475668	2020-04-07	2020-06-23	North America / USA / California / Los Angeles County
EPI_ISL_478868	2020-04-19	2020-06-30	Europe / United Kingdom / England
EPI_ISL_479968	2020-03-25	2020-07-01	Asia / Japan / HokurikuShinsyu
EPI_ISL_469641	2020-04-23	2020-06-18	Europe / United Kingdom / England
EPI_ISL_470241	2020-04-18	2020-06-18	Europe / United Kingdom / England
EPI_ISL_470341	2020-04-20	2020-06-18	Europe / United Kingdom / England
EPI_ISL_477741	2020-06-02	2020-06-30	Europe / United Kingdom / England
EPI_ISL_471411	2020-04-25	2020-06-20	Africa / Democratic Republic of the Congo / Haut-Katanga
EPI_ISL_471969	2020-03-14	2020-06-23	Europe / United Kingdom / England
EPI_ISL_475169	2020-05-24	2020-06-23	Asia / Bangladesh / Dhaka
EPI_ISL_472769	2020-05-13	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_473769	2020-05-27	2020-06-23	Europe / United Kingdom / Scotland
EPI_ISL_472669	2020-05-04	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_468469	2020-05-07	2020-06-16	North America / USA / California / Ventura County
EPI_ISL_473969	2020-05-10	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_467869	2020-03-15	2020-06-15	North America / USA / Michigan
EPI_ISL_475769	2020-03-11	2020-06-25	Europe / Austria / Ischgl
EPI_ISL_474069	2020-04-24	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_478469	2020-04-11	2020-06-30	Europe / United Kingdom / England
EPI_ISL_479069	2020-05-02	2020-06-30	Europe / United Kingdom / England
EPI_ISL_467369	2020-04-28	2020-06-12	South America / Brazil / Rio de Janeiro
EPI_ISL_474169	2020-04-25	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_475069	2020-03-18	2020-06-23	Europe / Belgium / Ghent
EPI_ISL_476069	2020-03-30	2020-06-25	Europe / Hungary / Debrecen
EPI_ISL_476569	2020-06-13	2020-06-25	Africa / Senegal / Dakar
EPI_ISL_477669	2020-05-05	2020-06-29	North America / USA / Virginia
EPI_ISL_479969	2020-03-25	2020-07-01	Asia / Japan / HokurikuShinsyu
EPI_ISL_475869	2020-03-25	2020-06-25	Europe / Austria
EPI_ISL_480969	2020-03-13	2020-07-02	Europe / Spain / Basque Country / San Sebastian
EPI_ISL_469069	2020-05-25	2020-06-17	Europe / Sweden / Vastra Gotaland
EPI_ISL_471269	2020-06-04	2020-06-19	South America / Ecuador / Quito
EPI_ISL_473569	2020-04-17	2020-06-23	Europe / United Kingdom / Scotland
EPI_ISL_478769	2020-04-14	2020-06-30	Europe / United Kingdom / England
EPI_ISL_481169	2020-06-04	2020-07-02	Asia / India / Odisha
EPI_ISL_475269	2020-04-24	2020-06-23	Europe / United Kingdom / England
EPI_ISL_480369	2020-05-18	2020-07-01	North America / USA / Wisconsin / Dane County
EPI_ISL_468569	2020-03-13	2020-06-16	North America / USA / California
EPI_ISL_467469	2020-04-03	2020-06-14	Africa / South Africa / KwaZulu-Natal / Berea
EPI_ISL_474969	2020-03-15	2020-06-23	Asia / Israel / Yavne
EPI_ISL_469370	2020-05-10	2020-06-18	Europe / United Kingdom / England
EPI_ISL_470370	2020-04-10	2020-06-18	Europe / United Kingdom / England
EPI_ISL_470170	2020-04-21	2020-06-18	Europe / United Kingdom / England
EPI_ISL_479570	2020-06-16	2020-06-30	Asia / India / Maharashtra
EPI_ISL_467170	2020-03-17	2020-06-12	Europe / Spain / Basque Country / Vitoria
EPI_ISL_480070	2020-04-02	2020-07-01	Asia / Japan / Kansai
EPI_ISL_476870	2020-06-11	2020-06-26	Asia / India / Gujarat / Surat
EPI_ISL_467812	2020-03-15	2020-06-15	North America / USA / California
EPI_ISL_469670	2020-04-01	2020-06-18	Europe / United Kingdom / England
EPI_ISL_478270	2020-05-20	2020-06-30	Europe / United Kingdom / Scotland
EPI_ISL_475670	2020-04-01	2020-06-23	North America / USA / California / Los Angeles County
EPI_ISL_473170	2020-05-30	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_474970	2020-04-19	2020-06-23	Asia / Israel / Gani Tikva
EPI_ISL_479970	2020-03-25	2020-07-01	Asia / Japan / HokurikuShinsyu
EPI_ISL_467470	2020-04-01	2020-06-14	Africa / South Africa / KwaZulu-Natal / Berea
EPI_ISL_479170	2020-04-19	2020-06-30	Europe / United Kingdom / England
EPI_ISL_479270	2020-05-11	2020-06-30	Europe / United Kingdom / England
EPI_ISL_481070	2020-04-16	2020-07-02	Europe / Spain / Madrid
EPI_ISL_471270	2020-05-19	2020-06-19	South America / Ecuador / Quito
EPI_ISL_479870	2020-02-21	2020-07-01	Asia / Japan / Kanto
EPI_ISL_477670	2020-05-05	2020-06-29	North America / USA / Virginia
EPI_ISL_481371	2020-02-21	2020-07-03	Asia / South Korea
EPI_ISL_472771	2020-05-14	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_474971	2020-04-19	2020-06-23	Asia / Israel
EPI_ISL_479971	2020-03-26	2020-07-01	Asia / Japan / HokurikuShinsyu
EPI_ISL_469071	2020-05-27	2020-06-17	Europe / Sweden / Vastra Gotaland
EPI_ISL_470471	2020-04-05	2020-06-18	Europe / United Kingdom / England
EPI_ISL_470071	2020-04-12	2020-06-18	Europe / United Kingdom / Northern Ireland
EPI_ISL_471171	2020-05-07	2020-06-19	Africa / Gambia / Kombo
EPI_ISL_473871	2020-05-01	2020-06-23	Europe / United Kingdom / Scotland
EPI_ISL_475571	2020-06-11	2020-06-23	Asia / Bangladesh / Khulna / Narail / Kalia Upazila
EPI_ISL_476071	2020-04-08	2020-06-25	Europe / Hungary / Debrecen
EPI_ISL_477671	2020-05-05	2020-06-29	North America / USA / Virginia
EPI_ISL_478771	2020-04-15	2020-06-30	Europe / United Kingdom / England
EPI_ISL_478971	2020-04-06	2020-06-30	Europe / United Kingdom / England
EPI_ISL_479071	2020-04-24	2020-06-30	Europe / United Kingdom / England
EPI_ISL_479571	2020-06-16	2020-06-30	Asia / India / Maharashtra
EPI_ISL_479171	2020-04-20	2020-06-30	Europe / United Kingdom / England
EPI_ISL_480171	2020-04-02	2020-07-01	Asia / Japan / Kanto
EPI_ISL_481271	2020-04-02	2020-07-02	North America / USA / Maryland
EPI_ISL_480071	2020-04-02	2020-07-01	Asia / Japan / Kansai
EPI_ISL_470442	2020-04-10	2020-06-18	Europe / United Kingdom / England
EPI_ISL_475242	2020-05-05	2020-06-23	Europe / United Kingdom / England
EPI_ISL_480371	2020-05-26	2020-07-01	North America / USA / Wisconsin / Dane County
EPI_ISL_469771	2020-04-01	2020-06-18	Europe / United Kingdom / England
EPI_ISL_475371	2020-04-27	2020-06-23	Europe / United Kingdom / England
EPI_ISL_468571	2020-03-13	2020-06-16	North America / USA / Colorado
EPI_ISL_476871	2020-06-11	2020-06-26	Asia / India / Gujarat / Surat
EPI_ISL_469042	2020-06-08	2020-06-17	Asia / India / Gujarat / Vadodara
EPI_ISL_476942	2020-04-09	2020-06-27	Europe / Belgium / Landen
EPI_ISL_481172	2020-06-05	2020-07-02	Asia / India / Odisha
EPI_ISL_473472	2020-06-02	2020-06-23	Europe / United Kingdom / England
EPI_ISL_475772	2020-03-19	2020-06-25	Europe / Austria / Styria
EPI_ISL_479242	2020-06-03	2020-06-30	Europe / United Kingdom / England
EPI_ISL_481242	2020-06-06	2020-07-02	North America / USA / Minnesota
EPI_ISL_479572	2020-04-04	2020-06-30	Asia / India / Maharashtra
EPI_ISL_470872	2020-03-22	2020-06-19	Oceania / Australia / Western Australia
EPI_ISL_469372	2020-05-18	2020-06-18	Europe / United Kingdom / England
EPI_ISL_475572	2020-03-17	2020-06-23	Europe / United Kingdom / England / London
EPI_ISL_470772	2020-06-03	2020-06-19	North America / USA / Minnesota
EPI_ISL_472972	2020-04-19	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_469772	2020-04-18	2020-06-18	Europe / United Kingdom / England
EPI_ISL_467372	2020-03-18	2020-06-13	North America / USA / Arizona
EPI_ISL_467472	2020-04-01	2020-06-14	Africa / South Africa / KwaZulu-Natal / Berea
EPI_ISL_470072	2020-04-10	2020-06-18	Europe / United Kingdom / Northern Ireland
EPI_ISL_469072	2020-06-03	2020-06-17	Europe / Sweden / Uppsala
EPI_ISL_477672	2020-05-06	2020-06-29	North America / USA / Virginia
EPI_ISL_480372	2020-05-20	2020-07-01	North America / USA / Wisconsin / Green County
EPI_ISL_471472	2020-03-18	2020-06-22	Europe / Spain / Catalunya / Barcelona
EPI_ISL_471872	2020-04-29	2020-06-22	North America / USA / Michigan
EPI_ISL_480872	2020-04-19	2020-07-02	North America / USA / Florida
EPI_ISL_471842	2020-05-13	2020-06-22	North America / USA / Michigan
EPI_ISL_477272	2020-05-21	2020-06-29	North America / USA / Minnesota
EPI_ISL_479072	2020-04-14	2020-06-30	Europe / United Kingdom / England
EPI_ISL_479972	2020-03-27	2020-07-01	Asia / Japan / HokurikuShinsyu
EPI_ISL_470373	2020-04-09	2020-06-18	Europe / United Kingdom / England
EPI_ISL_469373	2020-05-11	2020-06-18	Europe / United Kingdom / England
EPI_ISL_469773	2020-04-16	2020-06-18	Europe / United Kingdom / England
EPI_ISL_475173	2020-06-07	2020-06-23	Asia / Bangladesh / Rangpur
EPI_ISL_478873	2020-04-19	2020-06-30	Europe / United Kingdom / England
EPI_ISL_479873	2020-03-12	2020-07-01	Asia / Japan / Hokkaido
EPI_ISL_467473	2020-04-01	2020-06-14	Africa / South Africa / KwaZulu-Natal / Berea
EPI_ISL_479973	2020-03-27	2020-07-01	Asia / Japan / HokurikuShinsyu
EPI_ISL_479173	2020-04-10	2020-06-30	Europe / United Kingdom / England
EPI_ISL_476973	2020-04-11	2020-06-27	Europe / Belgium / Halle
EPI_ISL_470232	2020-04-19	2020-06-18	Europe / United Kingdom / England
EPI_ISL_474843	2020-03-13	2020-06-23	Europe / Spain / Andalusia / Almeria
EPI_ISL_481173	2020-06-05	2020-07-02	Asia / India / Odisha
EPI_ISL_481373	2020-02-23	2020-07-03	Asia / South Korea
EPI_ISL_475673	2020-03-27	2020-06-23	North America / USA / California / Los Angeles County
EPI_ISL_466573	2020-04-16	2020-06-11	Europe / United Kingdom / England
EPI_ISL_471473	2020-04-25	2020-06-20	Africa / Democratic Republic of the Congo / Kinshasa
EPI_ISL_480373	2020-05-26	2020-07-01	North America / USA / Wisconsin / Dane County
EPI_ISL_467973	2020-03-10	2020-06-16	North America / USA / California / San Diego County
EPI_ISL_479974	2020-03-28	2020-07-01	Asia / Japan / HokurikuShinsyu
EPI_ISL_470374	2020-04-06	2020-06-18	Europe / United Kingdom / England
EPI_ISL_469874	2020-04-29	2020-06-18	Europe / United Kingdom / Northern Ireland
EPI_ISL_469474	2020-05-12	2020-06-18	Europe / United Kingdom / England
EPI_ISL_469574	2020-04-24	2020-06-18	Europe / United Kingdom / England
EPI_ISL_477774	2020-04-28	2020-06-30	Europe / United Kingdom / England
EPI_ISL_469723	2020-04-23	2020-06-18	Europe / United Kingdom / England
EPI_ISL_481174	2020-06-05	2020-07-02	Asia / India / Odisha
EPI_ISL_474874	2020-03-24	2020-06-23	Europe / Spain / Andalusia / Granada
EPI_ISL_469074	2020-03-09	2020-06-17	Europe / Sweden / Halland
EPI_ISL_473774	2020-05-10	2020-06-23	Europe / United Kingdom / Scotland
EPI_ISL_469274	2020-04-06	2020-06-18	Asia / Singapore
EPI_ISL_477274	2020-05-22	2020-06-29	North America / USA / Minnesota
EPI_ISL_473674	2020-05-14	2020-06-23	Europe / United Kingdom / Scotland
EPI_ISL_481074	2020-04-10	2020-07-02	Europe / Spain / Madrid
EPI_ISL_469529	2020-04-21	2020-06-18	Europe / United Kingdom / England
EPI_ISL_479012	2020-04-21	2020-06-30	Europe / United Kingdom / England
EPI_ISL_476774	2020-03-19	2020-06-25	North America / USA / California / Santa Clara County
EPI_ISL_470774	2020-06-03	2020-06-19	North America / USA / Minnesota
EPI_ISL_479574	2020-04-20	2020-06-30	Asia / Singapore
EPI_ISL_475675	2020-04-01	2020-06-23	North America / USA / California / Los Angeles County
EPI_ISL_467975	2020-03-30	2020-06-16	North America / USA / California / San Diego County
EPI_ISL_467875	2020-03-16	2020-06-15	North America / USA / New Jersey
EPI_ISL_469275	2020-05-02	2020-06-18	Africa / Egypt / Cairo
EPI_ISL_471975	2020-03-23	2020-06-23	Europe / United Kingdom / England
EPI_ISL_474075	2020-05-06	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_478675	2020-03-23	2020-06-30	Oceania / Australia / New South Wales / Sydney
EPI_ISL_479875	2020-03-12	2020-07-01	Asia / Japan / Hokkaido
EPI_ISL_468975	2020-03-19	2020-06-17	Europe / Spain / Balearic Islands / Palma
EPI_ISL_479775	2020-04-17	2020-07-01	North America / USA / Florida / Miami-Dade County / Miami
EPI_ISL_475375	2020-05-07	2020-06-23	Europe / United Kingdom / England
EPI_ISL_480275	2020-05-07	2020-07-01	Europe / Turkey / Istanbul
EPI_ISL_479975	2020-03-28	2020-07-01	Asia / Japan / HokurikuShinsyu
EPI_ISL_472775	2020-05-14	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_474375	2020-04-14	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_473575	2020-04-21	2020-06-23	Europe / United Kingdom / Scotland
EPI_ISL_474975	2020-03-15	2020-06-23	Asia / Israel / Raanana
EPI_ISL_472975	2020-05-23	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_472875	2020-05-25	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_479575	2020-04-19	2020-06-30	Asia / Singapore
EPI_ISL_468275	2020-04-28	2020-06-16	Europe / Switzerland / Ticino
EPI_ISL_478975	2020-04-09	2020-06-30	Europe / United Kingdom / England
EPI_ISL_480875	2020-04-21	2020-07-02	North America / USA / Florida
EPI_ISL_480775	2020-06-18	2020-07-02	Oceania / Australia / Victoria
EPI_ISL_469775	2020-04-15	2020-06-18	Europe / United Kingdom / England
EPI_ISL_481243	2020-04-18	2020-07-02	Africa / Senegal / Dakar
EPI_ISL_471812	2020-04-29	2020-06-22	North America / USA / Michigan
EPI_ISL_478443	2020-04-03	2020-06-30	Europe / United Kingdom / England
EPI_ISL_473312	2020-05-05	2020-06-23	Europe / United Kingdom / England
EPI_ISL_473975	2020-05-09	2020-06-23	Europe / United Kingdom / Wales
EPI_ISL_469875	2020-04-30	2020-06-18	Europe / United Kingdom / Northern Ireland
EPI_ISL_467475	2020-05-14	2020-06-14	Africa / South Africa / KwaZulu-Natal
EPI_ISL_470075	2020-04-10	2020-06-18	Europe / United Kingdom / Northern Ireland
EPI_ISL_481275	2020-04-06	2020-07-02	North America / USA / Maryland
EPI_ISL_473875	2020-05-13	2020-06-23	Europe / United Kingdom / Scotland
EPI_ISL_477644	2020-04-29	2020-06-29	North America / USA / Virginia
EPI_ISL_468075	2020-05-14	2020-06-16	Asia / Bangladesh / Dhaka
EPI_ISL_475244	2020-05-07	2020-06-23	Europe / United Kingdom / England
EPI_ISL_476976	2020-04-11	2020-06-27	Europe / Belgium / Maurage
