Accession ID	Collection date	Submission date	Location
EPI_ISL_648081	2020-03-24	2020-11-20	Asia / Singapore
EPI_ISL_663281	2020-04-05	2020-11-30	Europe / France / Pays de la Loire / Nantes
EPI_ISL_644282	2020-04-03	2020-11-18	Europe / Ireland / Wicklow
EPI_ISL_648782	2020-05-12	2020-11-21	Asia / Singapore
EPI_ISL_654882	2020-03-20	2020-11-25	Asia / Vietnam / Ho Chi Minh City
EPI_ISL_694982	2020-06-25	2020-12-12	North America / USA / Arizona
EPI_ISL_684675	2020-04-22	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_684682	2020-04-23	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_693182	2020-04-27	2020-12-10	North America / USA / Massachusetts
EPI_ISL_632182	2020-03-26	2020-11-11	North America / USA / New York / New York City
EPI_ISL_648666	2020-05-01	2020-11-21	Asia / Singapore
EPI_ISL_691766	2020-06-23	2020-12-10	Asia / Japan / Saitama
EPI_ISL_676982	2020-06-21	2020-12-04	North America / USA / New York / Oswego County
EPI_ISL_671382	2020-04-17	2020-12-02	Europe / Ireland / Dublin
EPI_ISL_681982	2020-04-19	2020-12-08	North America / USA / Pennsylvania / Allegheny County / Pittsburgh
EPI_ISL_672266	2020-05-18	2020-12-03	North America / USA / California / Santa Clara County
EPI_ISL_691482	2020-04-16	2020-12-10	Asia / Japan / Ishikawa
EPI_ISL_691782	2020-06-11	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_691682	2020-05-09	2020-12-10	Europe / Spain / Castilla-La Mancha
EPI_ISL_676866	2020-04-20	2020-12-04	North America / USA / New York / Essex County
EPI_ISL_677675	2020-06-01	2020-12-05	Europe / North Macedonia / Veles
EPI_ISL_676601	2020-06-15	2020-12-04	Europe / Serbia / Novi Sad
EPI_ISL_639783	2020-03-28	2020-11-17	Oceania / Australia / Queensland
EPI_ISL_691883	2020-04-08	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_685283	2020-05-02	2020-12-10	Asia / Japan / Hyogo
EPI_ISL_694983	2020-06-25	2020-12-12	North America / USA / Arizona
EPI_ISL_685666	2020-04-02	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_685483	2020-05-02	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_685083	2020-04-14	2020-12-10	Asia / Japan / Saitama
EPI_ISL_653866	2020-06-22	2020-11-24	Asia / India / Haryana / Palwal
EPI_ISL_636166	2020-06-05	2020-11-13	North America / USA / California / San Diego
EPI_ISL_683684	2020-03-27	2020-12-09	North America / USA / Minnesota
EPI_ISL_676584	2020-06-24	2020-12-04	Europe / Serbia / Novi Sad
EPI_ISL_684866	2020-04-13	2020-12-10	Asia / Japan / Niigata
EPI_ISL_677666	2020-05-06	2020-12-05	North America / USA / New York / Broome County
EPI_ISL_691166	2020-04-19	2020-12-10	Asia / Japan / Toyama
EPI_ISL_691466	2020-04-14	2020-12-10	Asia / Japan / Ishikawa
EPI_ISL_690866	2020-03-29	2020-12-10	Asia / Japan
EPI_ISL_694966	2020-06-24	2020-12-12	North America / USA / Arizona
EPI_ISL_653816	2020-04-11	2020-11-23	Europe / Italy / Apulia / Brindisi
EPI_ISL_663267	2020-04-01	2020-11-30	Europe / France / Pays de la Loire / Nantes
EPI_ISL_685067	2020-04-13	2020-12-10	Asia / Japan / Saitama
EPI_ISL_676567	2020-04-17	2020-12-04	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_639767	2020-03-25	2020-11-17	Oceania / Australia / Queensland
EPI_ISL_645067	2020-04-16	2020-11-18	Europe / Poland
EPI_ISL_660367	2020-04-26	2020-11-26	Europe / France / Auvergne-Rhone-Alpes / Clermond-Ferrand
EPI_ISL_685767	2020-04-17	2020-12-10	Asia / Japan / Nagano
EPI_ISL_686067	2020-04-14	2020-12-10	Asia / Japan / Ehime
EPI_ISL_690767	2020-04-11	2020-12-10	Asia / Japan / Miyagi
EPI_ISL_685467	2020-05-01	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_681767	2020-04-01	2020-12-08	Europe / Ireland / Tipperary
EPI_ISL_684467	2020-04-11	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_693067	2020-05-03	2020-12-10	North America / USA / Massachusetts
EPI_ISL_694667	2020-06-15	2020-12-12	North America / USA / Arizona
EPI_ISL_640040	2020-03-22	2020-11-17	Africa / South Africa / Western Cape / Western
EPI_ISL_660740	2020-05-08	2020-11-27	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_641540	2020-03-24	2020-11-18	Europe / France / Auvergne-Rhone-Alpes / Saint-Etienne
EPI_ISL_632940	2020-03-25	2020-11-12	North America / USA / New York / New York City
EPI_ISL_693340	2020-03-14	2020-12-11	Asia / Thailand / Bangkok
EPI_ISL_690640	2020-06-06	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_690940	2020-04-11	2020-12-10	Asia / Japan
EPI_ISL_691040	2020-04-02	2020-12-10	Asia / Japan / Kanagawa
EPI_ISL_685367	2020-04-22	2020-12-10	Asia / Japan / Ishikawa
EPI_ISL_688767	2020-04-03	2020-12-10	Asia / Japan / Shiga
EPI_ISL_691967	2020-04-13	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_681940	2020-03-23	2020-12-08	North America / USA / Pennsylvania / Allegheny County / Pittsburgh
EPI_ISL_694067	2020-04-07	2020-12-12	North America / USA / Arizona
EPI_ISL_694167	2020-04-21	2020-12-12	North America / USA / Arizona
EPI_ISL_685640	2020-05-02	2020-12-10	Asia / Japan / Saitama
EPI_ISL_685740	2020-04-23	2020-12-10	Asia / Japan / Ishikawa
EPI_ISL_654340	2020-06-22	2020-11-24	Europe / Spain / Madrid / Madrid
EPI_ISL_644267	2020-04-24	2020-11-18	Europe / Ireland / Dublin
EPI_ISL_653267	2020-03-12	2020-11-23	North America / USA / Florida
EPI_ISL_684667	2020-04-19	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_684767	2020-04-02	2020-12-10	Asia / Japan / Ishikawa
EPI_ISL_685167	2020-04-14	2020-12-10	Asia / Japan / Fukui
EPI_ISL_685867	2020-04-20	2020-12-10	Asia / Japan / Okinawa
EPI_ISL_685967	2020-05-28	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_676940	2020-05-15	2020-12-04	North America / USA / New York / Columbia County
EPI_ISL_676840	2020-04-13	2020-12-04	North America / USA / New York / Westchester County
EPI_ISL_686867	2020-04-19	2020-12-10	Asia / Japan / Tochigi
EPI_ISL_636467	2020-03-24	2020-11-13	Europe / Italy / Veneto / Padua
EPI_ISL_684311	2020-04-15	2020-12-10	Asia / Japan / Hyogo
EPI_ISL_684611	2020-04-24	2020-12-10	Asia / Japan / Hyogo
EPI_ISL_685768	2020-04-18	2020-12-10	Asia / Japan / Nagano
EPI_ISL_640268	2020-04-15	2020-11-17	Europe / Germany / Baden-Wurttemberg / Konstanz
EPI_ISL_644168	2020-03-30	2020-11-18	North America / USA / Texas / Cameron
EPI_ISL_654868	2020-03-15	2020-11-25	Asia / Vietnam / Ho Chi Minh City
EPI_ISL_684968	2020-04-06	2020-12-10	Asia / Japan / Saitama
EPI_ISL_684668	2020-04-19	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_685668	2020-04-10	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_688768	2020-04-03	2020-12-10	Asia / Japan / Shiga
EPI_ISL_690668	2020-05-07	2020-12-10	Asia / Japan / Saitama
EPI_ISL_691468	2020-04-15	2020-12-10	Asia / Japan / Ishikawa
EPI_ISL_692068	2020-06-28	2020-12-10	Asia / Japan / Saitama
EPI_ISL_693268	2020-03-25	2020-12-11	Oceania / Australia / Queensland
EPI_ISL_654668	2020-04-07	2020-11-24	Europe / Spain / Asturias / Oviedo
EPI_ISL_685968	2020-05-29	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_679968	2020-04-26	2020-12-07	Europe / United Kingdom / England
EPI_ISL_685868	2020-04-20	2020-12-10	Asia / Japan / Okinawa
EPI_ISL_691068	2020-04-09	2020-12-10	Asia / Japan / Kanagawa
EPI_ISL_691268	2020-06-26	2020-12-10	Asia / Japan / Hokkaido
EPI_ISL_684768	2020-04-02	2020-12-10	Asia / Japan / Ishikawa
EPI_ISL_672268	2020-05-17	2020-12-03	North America / USA / California / Santa Clara County
EPI_ISL_685068	2020-04-13	2020-12-10	Asia / Japan / Saitama
EPI_ISL_684868	2020-04-14	2020-12-10	Asia / Japan / Niigata
EPI_ISL_691169	2020-04-19	2020-12-10	Asia / Japan / Toyama
EPI_ISL_686869	2020-04-19	2020-12-10	Asia / Japan / Tochigi
EPI_ISL_649969	2020-03-28	2020-11-23	Europe / France / Nouvelle-Aquitaine / Bordeaux
EPI_ISL_693241	2020-06-30	2020-12-10	South America / Brazil / Sao Paulo / Ribeirao Pires
EPI_ISL_685441	2020-04-29	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_685741	2020-04-27	2020-12-10	Asia / Japan / Ishikawa
EPI_ISL_685841	2020-04-15	2020-12-10	Asia / Japan / Okinawa
EPI_ISL_648041	2020-04-01	2020-11-20	North America / USA / Mississippi
EPI_ISL_660541	2020-01-31	2020-11-27	Asia / Vietnam / Vinh Phuc
EPI_ISL_694141	2020-04-27	2020-12-12	North America / USA / Arizona
EPI_ISL_691011	2020-04-27	2020-12-10	Asia / Japan / Yamaguchi
EPI_ISL_676741	2020-03-14	2020-12-04	North America / USA / New York / Tompkins County
EPI_ISL_676841	2020-04-13	2020-12-04	North America / USA / New York / Broome County
EPI_ISL_694541	2020-05-16	2020-12-12	North America / USA / Arizona
EPI_ISL_684241	2020-04-09	2020-12-10	Asia / Japan / Gunma
EPI_ISL_684441	2020-04-08	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_684641	2020-04-14	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_684941	2020-04-04	2020-12-10	Asia / Japan / Saitama
EPI_ISL_685269	2020-04-14	2020-12-10	Asia / Japan / Hokkaido
EPI_ISL_690669	2020-05-07	2020-12-10	Asia / Japan / Saitama
EPI_ISL_694269	2020-04-24	2020-12-12	North America / USA / Arizona
EPI_ISL_694769	2020-06-08	2020-12-12	North America / USA / Arizona
EPI_ISL_663269	2020-04-01	2020-11-30	Europe / France / Pays de la Loire / Nantes
EPI_ISL_684669	2020-04-19	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_676569	2020-04-19	2020-12-04	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_684869	2020-04-16	2020-12-10	Asia / Japan / Niigata
EPI_ISL_677969	2020-06-19	2020-12-06	Asia / Saudi Arabia / Madinah
EPI_ISL_635269	2020-03-29	2020-11-13	Europe / Slovenia
EPI_ISL_645169	2020-03-05	2020-11-20	Europe / France / Nouvelle-Aquitaine / Bordeaux
EPI_ISL_654469	2020-03-24	2020-11-24	Europe / Spain / Comunitat_Valenciana / Castellon_de_la_Plana
EPI_ISL_672569	2020-05-12	2020-12-03	North America / USA / Utah
EPI_ISL_692069	2020-06-28	2020-12-10	Asia / Japan / Saitama
EPI_ISL_648669	2020-05-02	2020-11-21	Asia / Singapore
EPI_ISL_654669	2020-04-12	2020-11-24	Europe / Spain / Asturias / Oviedo
EPI_ISL_645069	2020-05-10	2020-11-18	Europe / Poland
EPI_ISL_672269	2020-05-17	2020-12-03	North America / USA / California / Santa Clara County
EPI_ISL_685370	2020-04-22	2020-12-10	Asia / Japan / Ishikawa
EPI_ISL_691170	2020-04-19	2020-12-10	Asia / Japan / Toyama
EPI_ISL_635370	2020-06-02	2020-11-13	North America / USA / California / San Diego
EPI_ISL_685570	2020-04-27	2020-12-10	Asia / Japan / Saitama
EPI_ISL_660670	2020-05-25	2020-11-27	Europe / France / Occitanie / Toulouse
EPI_ISL_684270	2020-04-11	2020-12-10	Asia / Japan / Gunma
EPI_ISL_632870	2020-03-13	2020-11-11	North America / USA / Idaho
EPI_ISL_691370	2020-06-26	2020-12-10	Asia / Japan / Saitama
EPI_ISL_684370	2020-03-19	2020-12-10	Asia / Japan / Saitama
EPI_ISL_690770	2020-04-14	2020-12-10	Asia / Japan / Miyagi
EPI_ISL_691070	2020-04-09	2020-12-10	Asia / Japan / Kanagawa
EPI_ISL_636470	2020-03-24	2020-11-13	Europe / Italy / Veneto / Padua
EPI_ISL_649070	2020-03-10	2020-11-22	Asia / Israel / Chaspin
EPI_ISL_676770	2020-03-26	2020-12-04	North America / USA / New York / Broome County
EPI_ISL_678070	2020-06-28	2020-12-06	Asia / Saudi Arabia / Makkah
EPI_ISL_685270	2020-04-14	2020-12-10	Asia / Japan / Hokkaido
EPI_ISL_687070	2020-05-15	2020-12-10	Asia / Japan / Kanagawa
EPI_ISL_684470	2020-04-11	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_685470	2020-05-01	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_688770	2020-04-05	2020-12-10	Asia / Japan / Shiga
EPI_ISL_694670	2020-06-15	2020-12-12	North America / USA / Arizona
EPI_ISL_685870	2020-04-21	2020-12-10	Asia / Japan / Okinawa
EPI_ISL_692070	2020-06-28	2020-12-10	Asia / Japan / Saitama
EPI_ISL_693270	2020-03-22	2020-12-11	Oceania / Australia / Queensland
EPI_ISL_677941	2020-04-28	2020-12-06	Asia / Saudi Arabia / Jeddah
EPI_ISL_672270	2020-05-16	2020-12-03	North America / USA / California / Santa Clara County
EPI_ISL_691270	2020-06-22	2020-12-10	Asia / Japan / Ibaraki
EPI_ISL_681970	2020-04-13	2020-12-08	North America / USA / Pennsylvania / Allegheny County / Pittsburgh
EPI_ISL_665170	2020-03-25	2020-11-30	Europe / United Kingdom / England
EPI_ISL_654770	2020-05-11	2020-11-24	North America / USA / Texas / Gonzales
EPI_ISL_648670	2020-05-02	2020-11-21	Asia / Singapore
EPI_ISL_671371	2020-04-17	2020-12-02	Europe / Ireland / Westmeath
EPI_ISL_681912	2020-03-28	2020-12-08	Europe / Ireland / Meath
EPI_ISL_676871	2020-04-22	2020-12-04	North America / USA / New York / Orange County
EPI_ISL_636471	2020-03-24	2020-11-13	Europe / Italy / Veneto / Padua
EPI_ISL_645171	2020-03-28	2020-11-20	Europe / France / Nouvelle-Aquitaine / Bordeaux
EPI_ISL_684242	2020-04-09	2020-12-10	Asia / Japan / Gunma
EPI_ISL_632971	2020-03-20	2020-11-12	North America / USA / New York / New York City
EPI_ISL_644342	2020-03-29	2020-11-18	Europe / Ireland / Dublin
EPI_ISL_649071	2020-03-11	2020-11-22	Asia / Israel / Elkana
EPI_ISL_649971	2020-04-27	2020-11-23	Europe / France / Nouvelle-Aquitaine / Bordeaux
EPI_ISL_676571	2020-04-19	2020-12-04	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_685771	2020-04-18	2020-12-10	Asia / Japan / Nagano
EPI_ISL_676971	2020-04-10	2020-12-04	North America / USA / New York / Nassau County
EPI_ISL_684671	2020-04-19	2020-12-10	Asia / Japan / Fukuoka
EPI_ISL_684271	2020-04-11	2020-12-10	Asia / Japan / Gunma
EPI_ISL_684871	2020-04-16	2020-12-10	Asia / Japan / Niigata
EPI_ISL_685371	2020-04-22	2020-12-10	Asia / Japan / Ishikawa
EPI_ISL_685471	2020-05-01	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_685271	2020-04-15	2020-12-10	Asia / Japan / Hokkaido
EPI_ISL_685971	2020-05-29	2020-12-10	Asia / Japan / Tokyo
EPI_ISL_688771	2020-04-06	2020-12-10	Asia / Japan / Shiga
EPI_ISL_692071	2020-06-30	2020-12-10	Asia / Japan / Saitama
EPI_ISL_694371	2020-05-27	2020-12-12	North America / USA / Arizona
EPI_ISL_694871	2020-06-22	2020-12-12	North America / USA / Arizona
EPI_ISL_660342	2020-04-11	2020-11-26	Europe / France / Auvergne-Rhone-Alpes / Saint-Etienne
EPI_ISL_641542	2020-03-12	2020-11-18	Europe / France / Auvergne-Rhone-Alpes / Saint-Etienne
EPI_ISL_684872	2020-04-16	2020-12-10	Asia / Japan / Niigata
EPI_ISL_691443	2020-04-10	2020-12-10	Asia / Japan / Ishikawa
EPI_ISL_685871	2020-04-21	2020-12-10	Asia / Japan / Okinawa
EPI_ISL_684171	2020-03-21	2020-12-10	Asia / Japan / Oita
EPI_ISL_687071	2020-05-19	2020-12-10	Asia / Japan / Kanagawa
EPI_ISL_681272	2020-04-25	2020-12-05	North America / USA / New York / New York
EPI_ISL_639772	2020-03-24	2020-11-17	Oceania / Australia / Queensland
EPI_ISL_636972	2020-05-24	2020-11-15	Asia / Saudi Arabia / Jeddah
EPI_ISL_687043	2020-05-01	2020-12-10	Asia / Japan / Kanagawa
EPI_ISL_694272	2020-04-26	2020-12-12	North America / USA / Arizona
EPI_ISL_635372	2020-06-04	2020-11-13	North America / USA / California / San Diego
