Accession ID	Collection date	Submission date	Location
EPI_ISL_528672	2020-06-10	2020-09-08	North America / USA / Virginia
EPI_ISL_517873	2020-05-29	2020-08-24	North America / USA / Florida
EPI_ISL_522844	2020-05-27	2020-08-26	North America / USA / Maryland
EPI_ISL_509773	2020-03-31	2020-08-05	North America / USA / Florida
EPI_ISL_526573	2020-05-25	2020-09-01	North America / USA / Florida
EPI_ISL_526773	2020-04-30	2020-09-02	Europe / United Kingdom / England
EPI_ISL_522274	2020-04-28	2020-08-25	North America / USA / Utah
EPI_ISL_524074	2020-05-19	2020-08-27	North America / USA / Utah
EPI_ISL_528174	2020-03-17	2020-09-06	Europe / Switzerland / Basel-Stadt
EPI_ISL_511375	2020-03-30	2020-08-07	Europe / Portugal
EPI_ISL_517070	2020-03-27	2020-08-24	Europe / United Kingdom / England
EPI_ISL_513870	2020-05-19	2020-08-13	North America / USA / California / San Francisco County
EPI_ISL_512170	2020-05-12	2020-08-11	North America / USA / California / San Diego County
EPI_ISL_527671	2020-04-23	2020-09-04	North America / USA / Minnesota
EPI_ISL_517271	2020-03-25	2020-08-24	Europe / United Kingdom / England
EPI_ISL_527371	2020-04-12	2020-09-03	Asia / Singapore
EPI_ISL_524171	2020-05-26	2020-08-27	North America / USA / Utah
EPI_ISL_524871	2020-06-01	2020-08-28	North America / USA / Utah
EPI_ISL_508771	2020-03-15	2020-08-04	North America / USA / Florida
EPI_ISL_518872	2020-03-25	2020-08-25	North America / USA / Minnesota
EPI_ISL_524844	2020-05-29	2020-08-28	North America / USA / Utah
EPI_ISL_524849	2020-05-29	2020-08-28	North America / USA / Utah
EPI_ISL_524838	2020-05-29	2020-08-28	North America / USA / Utah
EPI_ISL_524345	2020-05-26	2020-08-27	North America / USA / Utah
EPI_ISL_524210	2020-05-13	2020-08-27	North America / USA / Utah
EPI_ISL_528072	2020-03-14	2020-09-06	Europe / Switzerland / Basel-Landschaft
EPI_ISL_510283	2020-03-17	2020-08-06	Europe / Spain / Galicia / Santiago de Compostela
EPI_ISL_514772	2020-05-30	2020-08-18	Asia / South Korea
EPI_ISL_527672	2020-04-23	2020-09-04	North America / USA / Minnesota
EPI_ISL_511484	2020-03-26	2020-08-08	Europe / Portugal
EPI_ISL_509572	2020-04-10	2020-08-05	North America / USA / Utah
EPI_ISL_511073	2020-03-20	2020-08-07	Europe / Portugal
EPI_ISL_528388	2020-04-13	2020-09-07	Europe / United Kingdom / England
EPI_ISL_528673	2020-06-08	2020-09-08	North America / USA / Virginia
EPI_ISL_508273	2020-06-18	2020-08-04	Asia / India / Maharashtra / Aurangabad
EPI_ISL_525873	2020-06-15	2020-09-01	North America / USA / Oregon / Clackamas County
EPI_ISL_523373	2020-05-17	2020-08-26	Europe / Netherlands / Noord-Brabant
EPI_ISL_508773	2020-03-15	2020-08-04	North America / USA / Florida
EPI_ISL_523173	2020-04-18	2020-08-26	Europe / Netherlands / Gelderland
EPI_ISL_522173	2020-06-28	2020-08-25	Oceania / Australia / Victoria
EPI_ISL_511974	2020-06-15	2020-08-10	Europe / United Kingdom / England
EPI_ISL_524774	2020-05-21	2020-08-28	North America / USA / Utah
EPI_ISL_513474	2020-03-17	2020-08-13	North America / USA / Maine
EPI_ISL_514774	2020-05-31	2020-08-18	Asia / South Korea
EPI_ISL_509475	2020-05-25	2020-08-05	North America / USA / Maryland
EPI_ISL_523675	2020-06-24	2020-08-26	Europe / Netherlands / Zuid-Holland
EPI_ISL_525275	2020-05-27	2020-08-28	North America / USA / Utah
EPI_ISL_527376	2020-04-26	2020-09-03	Asia / Singapore
EPI_ISL_514176	2020-06-19	2020-08-14	North America / USA / Florida
EPI_ISL_515295	2020-03-12	2020-08-19	North America / USA / Nevada
EPI_ISL_510296	2020-03-18	2020-08-06	Europe / Spain / Galicia / Ames
EPI_ISL_527676	2020-05-15	2020-09-04	North America / USA / Minnesota
EPI_ISL_513577	2020-05-04	2020-08-13	South America / Brazil / Rio de Janeiro
EPI_ISL_526221	2020-05-11	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_526232	2020-04-16	2020-09-01	Europe / Hungary / Pest county
EPI_ISL_523377	2020-05-22	2020-08-26	Europe / Netherlands / Noord-Brabant
EPI_ISL_518877	2020-03-17	2020-08-25	North America / USA / Minnesota
EPI_ISL_523177	2020-05-27	2020-08-26	Europe / Netherlands / Gelderland
EPI_ISL_525677	2020-04-09	2020-08-31	North America / USA / New York
EPI_ISL_525878	2020-06-17	2020-09-01	North America / USA / Oregon / Washington County
EPI_ISL_526778	2020-05-06	2020-09-02	North America / USA / Virginia
EPI_ISL_512178	2020-05-13	2020-08-11	North America / USA / California / San Diego County
EPI_ISL_513050	2020-04-06	2020-08-12	Asia / Saudi Arabia / Jeddah
EPI_ISL_508499	2020-06-19	2020-08-04	Asia / India / Haryana / Faridabad
EPI_ISL_522778	2020-05-13	2020-08-26	North America / USA / Virginia
EPI_ISL_509079	2020-04-06	2020-08-05	North America / USA / Oregon / Washington County
EPI_ISL_515279	2020-03-26	2020-08-18	North America / USA / Washington
EPI_ISL_513879	2020-04-15	2020-08-13	North America / USA / California / San Francisco County
EPI_ISL_525180	2020-05-31	2020-08-28	North America / USA / Utah
EPI_ISL_524180	2020-05-26	2020-08-27	North America / USA / Utah
EPI_ISL_513880	2020-04-14	2020-08-13	North America / USA / California / San Francisco County
EPI_ISL_509080	2020-04-06	2020-08-05	North America / USA / Oregon / Washington County
EPI_ISL_513852	2020-06-02	2020-08-13	North America / USA / California / Humboldt County
EPI_ISL_513580	2020-05-04	2020-08-13	South America / Brazil / Rio de Janeiro
EPI_ISL_513481	2020-03-23	2020-08-13	North America / USA / Maine
EPI_ISL_528381	2020-03-23	2020-09-06	Europe / Switzerland / Aargau
EPI_ISL_510681	2020-05-27	2020-08-07	Asia / South Korea
EPI_ISL_520681	2020-05-13	2020-08-25	Asia / United Arab Emirates
EPI_ISL_512881	2020-06-17	2020-08-12	Asia / Saudi Arabia / Jeddah
EPI_ISL_527881	2020-03-30	2020-09-05	Africa / Nigeria / Delta
EPI_ISL_508281	2020-06-18	2020-08-04	Asia / India / Maharashtra / Aurangabad
EPI_ISL_517082	2020-03-27	2020-08-24	Europe / United Kingdom / England
EPI_ISL_513448	2020-03-16	2020-08-13	North America / USA / Maine
EPI_ISL_508282	2020-06-15	2020-08-04	Asia / India / Maharashtra / Jalna
EPI_ISL_512882	2020-06-23	2020-08-12	Asia / Saudi Arabia / Jeddah
EPI_ISL_517366	2020-03-23	2020-08-24	Europe / United Kingdom / England
EPI_ISL_517266	2020-03-25	2020-08-24	Europe / United Kingdom / England
EPI_ISL_524566	2020-03-27	2020-08-28	Europe / United Kingdom / Scotland
EPI_ISL_511182	2020-04-25	2020-08-07	Europe / Portugal
EPI_ISL_508982	2020-04-05	2020-08-04	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_508866	2020-03-14	2020-08-04	Europe / Switzerland / Zurich
EPI_ISL_514866	2020-06-08	2020-08-18	Asia / South Korea
EPI_ISL_522866	2020-04-09	2020-08-26	Europe / Italy / Veneto / Verona
EPI_ISL_515266	2020-06-24	2020-08-18	North America / USA / Minnesota
EPI_ISL_526766	2020-04-25	2020-09-02	Europe / United Kingdom / England
EPI_ISL_522055	2020-06-22	2020-08-25	Oceania / Australia / Victoria
EPI_ISL_508414	2020-05-24	2020-08-04	Asia / India / West Bengal / Kolkata
EPI_ISL_508966	2020-04-02	2020-08-04	Europe / France / Auvergne-Rhone-Alpes / Bourgoin-Jallieu
EPI_ISL_508415	2020-06-16	2020-08-04	Asia / India / Delhi
EPI_ISL_513538	2020-04-16	2020-08-13	South America / Brazil / Rio de Janeiro
EPI_ISL_514477	2020-04-10	2020-08-17	Europe / United Kingdom / England
EPI_ISL_511091	2020-03-21	2020-08-07	Europe / Portugal
EPI_ISL_512737	2020-05-11	2020-08-12	Oceania / Australia / Western Australia
EPI_ISL_510298	2020-03-18	2020-08-06	Europe / Spain / Galicia / Santiago de Compostela
EPI_ISL_513866	2020-05-21	2020-08-13	North America / USA / California / San Francisco County
EPI_ISL_513167	2020-04-06	2020-08-12	Asia / Saudi Arabia / Madinah
EPI_ISL_509840	2020-05-20	2020-08-05	North America / USA / Wisconsin / Washington County
EPI_ISL_509940	2020-05-12	2020-08-05	North America / USA / Wisconsin / Washington County
EPI_ISL_513040	2020-05-24	2020-08-12	Asia / Saudi Arabia / Jeddah
EPI_ISL_513240	2020-04-18	2020-08-12	Asia / Saudi Arabia / Makkah
EPI_ISL_513767	2020-05-29	2020-08-13	North America / USA / California / Orange County
EPI_ISL_509467	2020-05-26	2020-08-05	North America / USA / Maryland
EPI_ISL_521967	2020-06-21	2020-08-25	Oceania / Australia / Victoria
EPI_ISL_514840	2020-06-05	2020-08-18	Asia / South Korea
EPI_ISL_516940	2020-04-02	2020-08-24	Asia / India / Uttar Pradesh / Lucknow / Balrampur
EPI_ISL_517340	2020-03-24	2020-08-24	Europe / United Kingdom / England
EPI_ISL_517940	2020-05-08	2020-08-24	North America / USA / Florida
EPI_ISL_528940	2020-05-02	2020-09-09	Europe / Italy / Lombardy
EPI_ISL_520667	2020-04-21	2020-08-25	Asia / United Arab Emirates
EPI_ISL_522867	2020-04-10	2020-08-26	Europe / Italy / Veneto / Verona
EPI_ISL_523340	2020-06-15	2020-08-26	Europe / Netherlands / Noord-Brabant
EPI_ISL_523940	2020-03-09	2020-08-27	Europe / Germany / North Rhine-Westphalia / Heinsberg
EPI_ISL_513067	2020-06-17	2020-08-12	Asia / Saudi Arabia / Jeddah
EPI_ISL_511067	2020-03-20	2020-08-07	Europe / Portugal
EPI_ISL_524867	2020-06-01	2020-08-28	North America / USA / Utah
EPI_ISL_526867	2020-06-15	2020-09-02	North America / USA / Virginia
EPI_ISL_528267	2020-03-19	2020-09-06	Europe / Switzerland / Basel-Landschaft
EPI_ISL_508867	2020-03-15	2020-08-04	Europe / Switzerland / Zurich
EPI_ISL_508967	2020-04-02	2020-08-04	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_511167	2020-03-28	2020-08-07	Europe / Portugal
EPI_ISL_515367	2020-04-13	2020-08-19	North America / USA / Nevada
EPI_ISL_516667	2020-04-30	2020-08-21	North America / USA / Virginia
EPI_ISL_524767	2020-05-17	2020-08-28	North America / USA / Utah
EPI_ISL_527567	2020-05-25	2020-09-04	Africa / Democratic Republic of the Congo / Kinshasa
EPI_ISL_516267	2020-03-13	2020-08-20	North America / USA / Michigan
EPI_ISL_516367	2020-03-31	2020-08-20	North America / USA / Michigan
EPI_ISL_527867	2020-04-22	2020-09-05	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_511467	2020-03-17	2020-08-07	Europe / Portugal
EPI_ISL_512667	2020-06-20	2020-08-11	North America / Costa Rica / Guanacaste / La Cruz
EPI_ISL_514667	2020-03-26	2020-08-17	North America / USA / Minnesota
EPI_ISL_528367	2020-03-23	2020-09-06	Europe / Switzerland / Basel-Stadt
EPI_ISL_526567	2020-05-18	2020-09-01	North America / USA / Florida
EPI_ISL_515968	2020-05-16	2020-08-20	Asia / India / Karnataka
EPI_ISL_517368	2020-03-25	2020-08-24	Europe / United Kingdom / England
EPI_ISL_525468	2020-05-06	2020-08-30	North America / Dominican Republic
EPI_ISL_525568	2020-04-11	2020-08-31	Europe / Italy / Apulia / Brindisi
EPI_ISL_508968	2020-04-02	2020-08-04	Europe / France / Auvergne-Rhone-Alpes / Bourg-en-Bresse
EPI_ISL_514468	2020-04-06	2020-08-17	Europe / United Kingdom / England
EPI_ISL_514168	2020-06-12	2020-08-14	North America / USA / Florida
EPI_ISL_514668	2020-03-26	2020-08-17	North America / USA / Minnesota
EPI_ISL_514968	2020-06-26	2020-08-18	Asia / South Korea
EPI_ISL_508268	2020-06-18	2020-08-04	Asia / India / Maharashtra / Aurangabad
EPI_ISL_509568	2020-04-10	2020-08-05	North America / USA / Utah
EPI_ISL_512268	2020-06-26	2020-08-11	North America / USA / California / San Diego County
EPI_ISL_520668	2020-04-13	2020-08-25	Asia / United Arab Emirates
EPI_ISL_523468	2020-04-28	2020-08-26	Europe / Netherlands
EPI_ISL_523968	2020-03-11	2020-08-27	Europe / Moldova / Chisinau
EPI_ISL_523368	2020-05-16	2020-08-26	Europe / Netherlands / Noord-Brabant
EPI_ISL_515368	2020-04-13	2020-08-19	North America / USA / Nevada
EPI_ISL_528668	2020-06-10	2020-09-08	North America / USA / Virginia
EPI_ISL_512918	2020-04-15	2020-08-12	Asia / Saudi Arabia / Jeddah
EPI_ISL_528168	2020-03-17	2020-09-06	Europe / Switzerland / Basel-Stadt
EPI_ISL_511768	2020-03-29	2020-08-08	Europe / Portugal
EPI_ISL_528068	2020-03-13	2020-09-06	Europe / Switzerland / Basel-Stadt
EPI_ISL_518841	2020-05-22	2020-08-25	Asia / Oman / Muscat
EPI_ISL_521941	2020-06-24	2020-08-25	Oceania / Australia / Victoria
EPI_ISL_524741	2020-06-18	2020-08-28	Asia / India / Gujarat / Gandhinagar
EPI_ISL_510869	2020-06-08	2020-08-07	Europe / Sweden / Vastra Gotaland
EPI_ISL_528169	2020-03-17	2020-09-06	Europe / Switzerland / Basel-Landschaft
EPI_ISL_513480	2020-03-21	2020-08-13	North America / USA / Maine
EPI_ISL_513469	2020-03-17	2020-08-13	North America / USA / Maine
EPI_ISL_517269	2020-03-25	2020-08-24	Europe / United Kingdom / England
EPI_ISL_513869	2020-05-19	2020-08-13	North America / USA / California / San Francisco County
EPI_ISL_514969	2020-06-25	2020-08-18	Asia / South Korea
EPI_ISL_511569	2020-03-23	2020-08-08	Europe / Portugal
EPI_ISL_511869	2020-04-06	2020-08-09	North America / USA / Maryland
EPI_ISL_513069	2020-06-17	2020-08-12	Asia / Saudi Arabia / Jeddah
EPI_ISL_516269	2020-03-15	2020-08-20	North America / USA / Michigan
EPI_ISL_513169	2020-04-26	2020-08-12	Asia / Saudi Arabia / Madinah
EPI_ISL_512669	2020-06-20	2020-08-11	North America / Costa Rica / Alajuela / Alajuela
EPI_ISL_521969	2020-06-22	2020-08-25	Oceania / Australia / Victoria
EPI_ISL_527669	2020-04-21	2020-09-04	North America / USA / Minnesota
EPI_ISL_508269	2020-06-18	2020-08-04	Asia / India / Maharashtra / Aurangabad
EPI_ISL_510269	2020-03-13	2020-08-06	Europe / Spain / Galicia / Ames
EPI_ISL_514069	2020-04-20	2020-08-14	North America / USA
EPI_ISL_525569	2020-04-11	2020-08-31	Europe / Italy / Apulia / Brindisi
EPI_ISL_520669	2020-04-17	2020-08-25	Asia / United Arab Emirates
EPI_ISL_517470	2020-03-24	2020-08-24	Europe / United Kingdom / England
EPI_ISL_517370	2020-03-24	2020-08-24	Europe / United Kingdom / England
EPI_ISL_524670	2020-03-15	2020-08-28	Europe / United Kingdom / England
EPI_ISL_508969	2020-04-02	2020-08-04	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_517469	2020-03-24	2020-08-24	Europe / United Kingdom / England
EPI_ISL_523270	2020-06-12	2020-08-26	Europe / Netherlands / Gelderland
EPI_ISL_527870	2020-04-26	2020-09-05	South America / Brazil / Sao Paulo / Campinas
EPI_ISL_514070	2020-04-21	2020-08-14	North America / USA
EPI_ISL_512970	2020-04-30	2020-08-12	Asia / Saudi Arabia / Jeddah
EPI_ISL_508711	2020-06-10	2020-08-04	North America / USA / Florida
EPI_ISL_510470	2020-04-02	2020-08-06	Europe / Spain / Basque Country / San Sebastian
EPI_ISL_510570	2020-05-08	2020-08-07	Asia / South Korea
EPI_ISL_527470	2020-04-15	2020-09-02	North America / USA / Colorado
EPI_ISL_512570	2020-06-28	2020-08-11	North America / USA / Florida
EPI_ISL_523970	2020-04-02	2020-08-27	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_525970	2020-06-26	2020-09-01	North America / USA / Oregon / Washington County
EPI_ISL_526570	2020-05-22	2020-09-01	North America / USA / Florida
EPI_ISL_528270	2020-03-20	2020-09-06	Europe / Switzerland / Basel-Stadt
EPI_ISL_528670	2020-06-10	2020-09-08	North America / USA / Virginia
EPI_ISL_529070	2020-06-17	2020-09-10	South America / Peru / Callao
EPI_ISL_522070	2020-06-26	2020-08-25	Oceania / Australia / Victoria
EPI_ISL_516270	2020-03-19	2020-08-20	North America / USA / Michigan
EPI_ISL_515970	2020-05-16	2020-08-20	Asia / India / Karnataka
EPI_ISL_508370	2020-05-04	2020-08-04	Asia / India / West Bengal / Kolkata
EPI_ISL_508270	2020-06-18	2020-08-04	Asia / India / Maharashtra / Aurangabad
EPI_ISL_511170	2020-03-28	2020-08-07	Europe / Portugal
EPI_ISL_513770	2020-05-31	2020-08-13	North America / USA / California / Orange County
EPI_ISL_526870	2020-06-25	2020-09-02	North America / USA / Virginia
EPI_ISL_528370	2020-03-23	2020-09-06	Europe / Switzerland / Basel-Stadt
EPI_ISL_522870	2020-05-29	2020-08-26	North America / USA / Maryland
EPI_ISL_517770	2020-03-13	2020-08-24	South America / Peru / Cajamarca
EPI_ISL_525542	2020-03-18	2020-08-31	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_513270	2020-06-26	2020-08-12	North America / USA / Florida / Miami-Dade County / Miami
EPI_ISL_515370	2020-04-13	2020-08-19	North America / USA / Nevada
EPI_ISL_516670	2020-04-30	2020-08-21	North America / USA / Virginia
EPI_ISL_525670	2020-04-10	2020-08-31	North America / USA / New York
EPI_ISL_513442	2020-03-16	2020-08-13	North America / USA / Maine
EPI_ISL_520742	2020-05-02	2020-08-25	Asia / United Arab Emirates
EPI_ISL_521871	2020-04-14	2020-08-25	Oceania / Australia / Victoria
EPI_ISL_518871	2020-03-24	2020-08-25	North America / USA / Minnesota
EPI_ISL_521971	2020-06-22	2020-08-25	Oceania / Australia / Victoria
EPI_ISL_511371	2020-03-25	2020-08-07	Europe / Portugal
EPI_ISL_513071	2020-06-23	2020-08-12	Asia / Saudi Arabia / Jeddah
EPI_ISL_511271	2020-03-17	2020-08-07	Europe / Portugal
EPI_ISL_516671	2020-04-30	2020-08-21	North America / USA / Virginia
EPI_ISL_517071	2020-03-27	2020-08-24	Europe / United Kingdom / England
EPI_ISL_510571	2020-05-08	2020-08-07	Asia / South Korea
EPI_ISL_511871	2020-04-06	2020-08-09	North America / USA / Maryland
EPI_ISL_513771	2020-05-31	2020-08-13	North America / USA / California / Orange County
EPI_ISL_514171	2020-06-12	2020-08-14	North America / USA / Florida
EPI_ISL_517171	2020-03-26	2020-08-24	Europe / United Kingdom / England
EPI_ISL_523171	2020-04-23	2020-08-26	Europe / Netherlands / Gelderland
EPI_ISL_513671	2020-04-29	2020-08-13	North America / USA / Utah
EPI_ISL_512071	2020-06-12	2020-08-10	Asia / India / Gujarat / Adajan
EPI_ISL_522171	2020-06-28	2020-08-25	Oceania / Australia / Victoria
EPI_ISL_512971	2020-04-28	2020-08-12	Asia / Saudi Arabia / Jeddah
EPI_ISL_528171	2020-03-17	2020-09-06	Europe / Switzerland / Basel-Stadt
EPI_ISL_511771	2020-03-29	2020-08-08	Europe / Portugal
EPI_ISL_526571	2020-05-22	2020-09-01	North America / USA / Florida
EPI_ISL_525571	2020-03-28	2020-08-31	Europe / Italy / Apulia / Lecce
EPI_ISL_509071	2020-03-30	2020-08-05	North America / USA / Oregon / Multnomah County
EPI_ISL_518842	2020-05-22	2020-08-25	Asia / Oman / Muscat
EPI_ISL_514871	2020-06-09	2020-08-18	Asia / South Korea
EPI_ISL_508772	2020-03-13	2020-08-04	North America / USA / Florida
EPI_ISL_513772	2020-05-31	2020-08-13	North America / USA / California / Orange County
EPI_ISL_528043	2020-03-13	2020-09-06	Europe / Switzerland / Basel-Landschaft
EPI_ISL_525472	2020-03-31	2020-08-06	Europe / Germany / Bavaria
EPI_ISL_510572	2020-05-08	2020-08-07	Asia / South Korea
EPI_ISL_514672	2020-03-26	2020-08-17	North America / USA / Minnesota
EPI_ISL_528742	2020-04-02	2020-09-08	Asia / Malaysia / Selangor
EPI_ISL_529072	2020-06-17	2020-09-10	South America / Peru / Lima / Lima
EPI_ISL_508723	2020-06-16	2020-08-04	North America / USA / Florida
EPI_ISL_527572	2020-05-26	2020-09-04	Africa / Democratic Republic of the Congo / Kinshasa
EPI_ISL_524375	2020-05-08	2020-08-28	North America / USA / Utah
EPI_ISL_513172	2020-05-06	2020-08-12	Asia / Saudi Arabia / Madinah
EPI_ISL_517172	2020-03-26	2020-08-24	Europe / United Kingdom / England
EPI_ISL_524382	2020-05-07	2020-08-28	North America / USA / Utah
EPI_ISL_524368	2020-05-19	2020-08-28	North America / USA / Utah
EPI_ISL_524354	2020-05-18	2020-08-27	North America / USA / Utah
EPI_ISL_524327	2020-05-18	2020-08-27	North America / USA / Utah
EPI_ISL_517272	2020-03-25	2020-08-24	Europe / United Kingdom / England
EPI_ISL_512472	2020-06-05	2020-08-11	Europe / United Kingdom / Scotland
EPI_ISL_524772	2020-05-18	2020-08-28	North America / USA / Utah
EPI_ISL_521672	2020-06-30	2020-08-25	Oceania / Australia / Victoria
EPI_ISL_511272	2020-03-17	2020-08-07	Europe / Portugal
EPI_ISL_513872	2020-05-19	2020-08-13	North America / USA / California / San Francisco County
EPI_ISL_514973	2020-06-25	2020-08-18	Asia / South Korea
EPI_ISL_514473	2020-04-10	2020-08-17	Europe / United Kingdom / England
EPI_ISL_525672	2020-04-12	2020-08-31	North America / USA / New York
EPI_ISL_509472	2020-05-25	2020-08-05	North America / USA / Maryland
EPI_ISL_526472	2020-04-27	2020-09-01	Europe / United Kingdom / Scotland
EPI_ISL_526572	2020-05-23	2020-09-01	North America / USA / Florida
EPI_ISL_508973	2020-04-02	2020-08-04	Europe / France / Auvergne-Rhone-Alpes / Lyon
EPI_ISL_516273	2020-03-20	2020-08-20	North America / USA / Michigan
EPI_ISL_515973	2020-05-16	2020-08-20	Asia / India / Karnataka
EPI_ISL_524573	2020-04-29	2020-08-28	Europe / United Kingdom / England
EPI_ISL_511373	2020-03-26	2020-08-07	Europe / Portugal
EPI_ISL_516873	2020-04-06	2020-08-24	Europe / United Kingdom / England
EPI_ISL_516943	2020-04-02	2020-08-24	Asia / India / Uttar Pradesh / Lucknow / Balrampur
EPI_ISL_514773	2020-05-31	2020-08-18	Asia / South Korea
EPI_ISL_528073	2020-03-13	2020-09-06	Europe / Switzerland / Basel-Landschaft
EPI_ISL_524873	2020-04-06	2020-08-28	North America / USA / Maryland
EPI_ISL_524743	2020-06-18	2020-08-28	Asia / India / Gujarat / Gandhinagar
EPI_ISL_526473	2020-04-29	2020-09-01	Europe / United Kingdom / Scotland
EPI_ISL_511673	2020-03-26	2020-08-08	Europe / Portugal
EPI_ISL_524673	2020-03-15	2020-08-28	Europe / United Kingdom / England
EPI_ISL_510173	2020-03-15	2020-08-06	Europe / Spain / Madrid
EPI_ISL_524473	2020-04-01	2020-08-28	South America / Peru / Lima
EPI_ISL_524173	2020-05-16	2020-08-27	North America / USA / Utah
EPI_ISL_511473	2020-03-15	2020-08-07	Europe / Portugal
EPI_ISL_524373	2020-05-07	2020-08-28	North America / USA / Utah
EPI_ISL_523943	2020-03-07	2020-08-27	Europe / Germany / North Rhine-Westphalia / Heinsberg
EPI_ISL_514073	2020-04-21	2020-08-14	North America / USA
EPI_ISL_512173	2020-05-21	2020-08-11	North America / USA / California / San Diego County
EPI_ISL_529073	2020-06-18	2020-09-10	South America / Peru / Callao
