Accession ID	Collection date	Submission date	Location
EPI_ISL_2596166	2020-04-03	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_3568267	2020-03-16	2021-08-23	Oceania / Australia / New South Wales / Sydney
EPI_ISL_2716965	2020-06-29	2021-06-29	Asia / Japan / Tokyo
EPI_ISL_2820767	2020-04-05	2021-07-05	Europe / Sweden / Dalarna
EPI_ISL_2896967	2020-04-01	2021-06-09	North America / USA / Wisconsin / Milwaukee
EPI_ISL_2959020	2020-03-14	2021-07-15	North America / USA / Michigan
EPI_ISL_2877368	2020-03-24	2021-07-09	Europe / France / Ile-de-France / Juvisy-Sur-Orge
EPI_ISL_2871109	2020-06-16	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_2658168	2020-05-11	2021-06-23	North America / USA / Kansas
EPI_ISL_3050768	2020-03-19	2021-07-23	Europe / Czech Republic / Prague
EPI_ISL_2896268	2020-03-21	2021-06-09	North America / USA / Michigan
EPI_ISL_2604068	2020-05-09	2021-06-18	North America / USA / New York
EPI_ISL_2443768	2020-04-15	2021-06-07	North America / USA / California
EPI_ISL_4820285	2020-03-23	2021-10-04	Oceania / Fiji
EPI_ISL_4820287	2020-04-03	2021-10-04	Oceania / Fiji
EPI_ISL_2650168	2020-05-29	2021-06-23	North America / USA / Arizona / Maricopa
EPI_ISL_2884891	2020-05-11	2021-07-09	North America / USA / Maryland
EPI_ISL_2454068	2020-04-02	2021-06-08	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2596971	2020-04-15	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2870169	2020-06-19	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_2596469	2020-03-20	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2462369	2020-06-10	2021-06-09	North America / USA / Ohio
EPI_ISL_2229869	2020-06-10	2021-05-23	North America / USA / New Jersey
EPI_ISL_2650169	2020-05-24	2021-06-23	North America / USA / Arizona / Navajo
EPI_ISL_2820769	2020-04-07	2021-07-05	Europe / Sweden / Dalarna
EPI_ISL_3118360	2020-03-01	2021-07-28	Asia / South Korea / Jeonbuk
EPI_ISL_2597770	2020-06-15	2021-06-17	North America / USA / Arizona / Mohave
EPI_ISL_2596870	2020-04-06	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_3105870	2020-04-13	2021-07-28	Asia / Philippines / Region IV-A
EPI_ISL_2898678	2020-04-01	2021-07-12	Europe / Sweden / Stockholm
EPI_ISL_2970883	2020-04-24	2021-07-16	North America / Canada / Quebec
EPI_ISL_2596770	2020-04-01	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2933953	2020-04-07	2021-07-14	North America / USA / Oregon / Multnomah County
EPI_ISL_2596570	2020-03-27	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2970946	2020-05-31	2021-07-16	North America / Canada / Quebec
EPI_ISL_2565171	2020-05-05	2021-06-16	North America / Canada / Saskatchewan
EPI_ISL_2536971	2020-04-27	2021-06-15	North America / USA / Arizona / Gila
EPI_ISL_2596671	2020-03-29	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2650170	2020-05-24	2021-06-23	North America / USA / Arizona / Navajo
EPI_ISL_2650171	2020-05-27	2021-06-23	North America / USA / Arizona / Navajo
EPI_ISL_4070771	2020-03-31	2021-09-10	Europe / Sweden / Stockholm
EPI_ISL_2658171	2020-05-10	2021-06-23	North America / USA / Kansas
EPI_ISL_3065972	2020-03-31	2021-07-24	Asia / Hong Kong
EPI_ISL_2596272	2020-04-10	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2596884	2020-04-07	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_3276885	2020-06-05	2021-08-08	Asia / India / Delhi / New Delhi
EPI_ISL_2821672	2020-05-10	2021-07-05	North America / Canada / Quebec
EPI_ISL_2536972	2020-04-27	2021-06-15	North America / USA / Arizona / Maricopa
EPI_ISL_3730985	2020-04-08	2021-08-27	Europe / Italy / Trentino-Alto Adige / Autonomous Province of Trento
EPI_ISL_3133370	2020-04-26	2021-07-29	North America / USA / Oregon / Multnomah County
EPI_ISL_2549586	2020-03-09	2021-06-16	North America / USA / Colorado
EPI_ISL_3067388	2020-04-22	2021-07-24	North America / USA / Oregon / Marion County
EPI_ISL_2596273	2020-04-10	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2883735	2020-06-18	2021-07-09	North America / Canada / Saskatchewan
EPI_ISL_2643773	2020-03-10	2021-06-22	Europe / Slovenia
EPI_ISL_3568073	2020-03-17	2021-08-23	Oceania / Australia / New South Wales / Sydney
EPI_ISL_3568373	2020-03-23	2021-08-23	Oceania / Australia / New South Wales / Sydney
EPI_ISL_2883740	2020-06-18	2021-07-09	North America / Canada / Saskatchewan
EPI_ISL_4418273	2020-04-24	2021-09-22	Asia / Japan / Nagasaki
EPI_ISL_2229873	2020-06-10	2021-05-23	North America / USA / New Jersey
EPI_ISL_2710873	2020-03-13	2021-06-28	Asia / Hong Kong
EPI_ISL_2596090	2020-03-21	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2596190	2020-04-04	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2966874	2020-06-05	2021-07-15	North America / USA / Nebraska
EPI_ISL_3730974	2020-03-31	2021-08-27	Europe / Italy / Trentino-Alto Adige / Autonomous Province of Trento
EPI_ISL_4418290	2020-05-28	2021-09-22	Asia / Japan / Tokyo
EPI_ISL_2710874	2020-03-14	2021-06-28	Asia / Hong Kong
EPI_ISL_2596674	2020-03-29	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2536974	2020-04-02	2021-06-15	North America / USA / Arizona / Maricopa
EPI_ISL_3568074	2020-03-17	2021-08-23	Oceania / Australia / New South Wales / Sydney
EPI_ISL_2691874	2020-05-15	2021-06-26	North America / USA / Maryland
EPI_ISL_2333074	2020-04-06	2021-05-29	Europe / Norway / Viken
EPI_ISL_2596174	2020-04-03	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_3023659	2020-03-24	2021-07-21	Europe / Netherlands / Groningen
EPI_ISL_2135974	2020-04-20	2021-05-17	North America / USA / Arizona / Maricopa
EPI_ISL_2101814	2020-03-30	2021-05-15	North America / USA / California
EPI_ISL_3568275	2020-03-27	2021-08-23	Oceania / Australia / New South Wales / Sydney
EPI_ISL_2691875	2020-05-11	2021-06-26	North America / USA / Maryland
EPI_ISL_3133375	2020-04-28	2021-07-29	North America / USA / Oregon / Jefferson County
EPI_ISL_2976292	2020-04-23	2021-07-16	North America / USA / Idaho
EPI_ISL_2596293	2020-04-11	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2791147	2020-06-18	2021-07-02	North America / USA / Washington
EPI_ISL_2737775	2020-04-03	2021-06-30	Europe / United Kingdom / England
EPI_ISL_2562975	2020-03-25	2021-06-16	North America / Canada / Saskatchewan
EPI_ISL_2877494	2020-04-02	2021-07-09	Europe / France / Hauts-de-France / Lille
EPI_ISL_2941794	2020-06-09	2021-07-14	North America / USA / Maryland
EPI_ISL_2534375	2020-05-28	2021-06-14	North America / USA / Nebraska
EPI_ISL_2835375	2020-05-12	2021-07-07	North America / Mexico / Sonora / San Luis Rio Colorado
EPI_ISL_2835394	2020-05-19	2021-07-07	North America / Mexico / Baja California / Mexicali
EPI_ISL_5143040	2020-04-16	2021-10-14	Asia / United Arab Emirates / Abu Dhabi
EPI_ISL_2693676	2020-04-20	2021-06-27	Asia / Iran / Alborz
EPI_ISL_3015876	2020-04-08	2021-07-20	Europe / Sweden / Stockholm
EPI_ISL_2596576	2020-03-27	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_3068095	2020-04-30	2021-07-24	Africa / South Africa / Western Cape / Cape Town Metro
EPI_ISL_2621615	2020-04-01	2021-06-11	North America / USA / Nebraska
EPI_ISL_2643776	2020-03-11	2021-06-22	Europe / Slovenia
EPI_ISL_2885096	2020-04-29	2021-07-09	North America / USA / District of Columbia
EPI_ISL_2596597	2020-03-27	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2791077	2020-06-09	2021-07-02	North America / USA / Washington
EPI_ISL_2537077	2020-04-18	2021-06-15	North America / USA / Arizona / Navajo
EPI_ISL_2325149	2020-04-24	2021-05-28	North America / USA / Arizona / Mohave
EPI_ISL_3138734	2020-05-01	2021-07-30	Europe / Belgium / Brussel
EPI_ISL_3055129	2020-04-05	2021-07-23	Europe / France / Provence-Alpes-Cote-d’Azur / Marseille
EPI_ISL_2896977	2020-04-01	2021-06-09	North America / USA / Wisconsin / Milwaukee
EPI_ISL_2612277	2020-04-19	2021-06-18	Europe / Norway / Viken
EPI_ISL_2565129	2020-05-01	2021-06-16	North America / Canada / Saskatchewan
EPI_ISL_3138656	2020-04-14	2021-07-30	Europe / Belgium / Brussel
EPI_ISL_3138679	2020-03-27	2021-07-30	Europe / Belgium / Brussel
EPI_ISL_3138682	2020-04-07	2021-07-30	Europe / Belgium / Brussel
EPI_ISL_3138681	2020-04-02	2021-07-30	Europe / Belgium / Brussel
EPI_ISL_3138687	2020-05-02	2021-07-30	Europe / Belgium / Brussel
EPI_ISL_3138686	2020-04-27	2021-07-30	Europe / Belgium / Brussel
EPI_ISL_3138685	2020-04-14	2021-07-30	Europe / Belgium / Brussel
EPI_ISL_3138683	2020-04-10	2021-07-30	Europe / Belgium / Brussel
EPI_ISL_3138697	2020-05-25	2021-07-30	Europe / Belgium / Brussel
EPI_ISL_3138694	2020-05-12	2021-07-30	Europe / Belgium / Brussel
EPI_ISL_2643877	2020-03-22	2021-06-22	Europe / Slovenia
EPI_ISL_2596977	2020-04-16	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2643777	2020-03-11	2021-06-22	Europe / Slovenia
EPI_ISL_2885077	2020-04-17	2021-07-09	North America / USA / Maryland
EPI_ISL_3065977	2020-03-22	2021-07-24	Asia / Hong Kong
EPI_ISL_2877477	2020-04-08	2021-07-09	Europe / France / Hauts-de-France / Compiegne
EPI_ISL_2659777	2020-03-23	2021-06-24	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2877377	2020-03-24	2021-07-09	Europe / France / Ile-de-France / Longjumeau
EPI_ISL_4402078	2020-03-26	2021-09-22	Europe / Italy / Calabria
EPI_ISL_2869978	2020-06-18	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_2771498	2020-06-11	2021-07-01	Africa / Kenya / Nairobi
EPI_ISL_3320798	2020-03-23	2021-08-10	Europe / Norway / Vestland
EPI_ISL_4025998	2020-04-15	2021-09-08	North America / USA / Illinois / Cook County
EPI_ISL_2596778	2020-04-02	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2737778	2020-04-02	2021-06-30	Europe / United Kingdom / England
EPI_ISL_2135978	2020-03-28	2021-05-17	North America / USA / Arizona / Pima
EPI_ISL_2791078	2020-06-06	2021-07-02	North America / USA / Washington
EPI_ISL_2835330	2020-04-27	2021-07-07	North America / Mexico / Baja California / Mexicali
EPI_ISL_2835461	2020-05-22	2021-07-07	North America / Mexico / Baja California / Mexicali
EPI_ISL_2565178	2020-05-07	2021-06-16	North America / Canada / Saskatchewan
EPI_ISL_2835362	2020-05-13	2021-07-07	North America / Mexico / Baja California / Tijuana
EPI_ISL_2877478	2020-04-08	2021-07-09	Europe / France / Hauts-de-France / Compiegne
EPI_ISL_2835418	2020-05-15	2021-07-07	North America / Mexico / Baja California / Tijuana
EPI_ISL_3730979	2020-03-28	2021-08-27	Europe / Italy / Trentino-Alto Adige / Autonomous Province of Trento
EPI_ISL_2835320	2020-04-26	2021-07-07	North America / Mexico / Baja California / Mexicali
EPI_ISL_2454099	2020-04-06	2021-06-08	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2877299	2020-03-19	2021-07-09	Europe / France / Ile-de-France / Saint-Thibault-Des-Vignes
EPI_ISL_3664351	2020-04-23	2021-08-25	Asia / Sri Lanka / Welisara
EPI_ISL_2643779	2020-03-11	2021-06-22	Europe / Slovenia
EPI_ISL_3098580	2020-06-11	2021-07-27	North America / USA / Maryland
EPI_ISL_2691879	2020-05-05	2021-06-26	North America / USA / Maryland
EPI_ISL_2894651	2020-06-15	2021-07-11	North America / USA / South Carolina / Parris Island
EPI_ISL_2835379	2020-05-12	2021-07-07	North America / Mexico / Sonora / San Luis Rio Colorado
EPI_ISL_2898679	2020-04-01	2021-07-12	Europe / Sweden / Stockholm
EPI_ISL_2835280	2020-04-16	2021-07-07	North America / Mexico / Baja California / Tijuana
EPI_ISL_2898680	2020-04-01	2021-07-12	Europe / Sweden / Stockholm
EPI_ISL_2976280	2020-03-30	2021-07-16	North America / USA / Idaho
EPI_ISL_4402080	2020-03-26	2021-09-22	Europe / Italy / Calabria
EPI_ISL_2871380	2020-06-19	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_2603980	2020-04-10	2021-06-18	North America / USA / New York
EPI_ISL_2454080	2020-04-22	2021-06-08	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2536980	2020-04-30	2021-06-15	North America / USA / Arizona / Maricopa
EPI_ISL_2643980	2020-04-06	2021-06-22	Europe / Slovenia
EPI_ISL_2596980	2020-04-16	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2710880	2020-03-20	2021-06-28	Asia / Hong Kong
EPI_ISL_2443751	2020-04-08	2021-06-07	North America / USA / California
EPI_ISL_3065980	2020-03-21	2021-07-24	Asia / Hong Kong
EPI_ISL_2659780	2020-03-24	2021-06-24	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_3154875	2020-06-18	2021-07-31	Asia / China / Beijing
EPI_ISL_3098480	2020-06-02	2021-07-27	North America / USA / Maryland
EPI_ISL_2255181	2020-05-15	2021-05-25	Europe / Slovakia / Martin
EPI_ISL_2232381	2020-06-30	2021-05-23	Africa / Egypt
EPI_ISL_2872081	2020-06-23	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_2504181	2020-04-07	2021-06-13	North America / USA / Washington
EPI_ISL_2596781	2020-04-02	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_3065981	2020-03-22	2021-07-24	Asia / Hong Kong
EPI_ISL_3276881	2020-06-05	2021-08-08	Asia / India / Delhi / New Delhi
EPI_ISL_2501081	2020-05-02	2021-06-12	Africa / Nigeria / Lagos
EPI_ISL_3164381	2020-04-07	2021-07-24	North America / USA / North Carolina
EPI_ISL_2596881	2020-04-07	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_3568081	2020-03-17	2021-08-23	Oceania / Australia / New South Wales / Sydney
EPI_ISL_3065982	2020-03-21	2021-07-24	Asia / Hong Kong
EPI_ISL_4508382	2020-04-06	2021-09-25	North America / Canada / Saskatchewan
EPI_ISL_2264434	2020-03-27	2021-05-25	North America / USA / Texas / Galveston
EPI_ISL_2596882	2020-04-07	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2232382	2020-06-30	2021-05-23	Africa / Egypt
EPI_ISL_2408182	2020-05-23	2021-06-04	Europe / Sweden / Dalarna
EPI_ISL_2549582	2020-03-09	2021-06-16	North America / USA / Colorado
EPI_ISL_3164384	2020-04-03	2021-07-24	North America / USA / North Carolina
EPI_ISL_3164380	2020-04-08	2021-07-24	North America / USA / North Carolina
EPI_ISL_2596782	2020-04-02	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2433282	2020-02-04	2021-06-06	Asia / China / Zhejiang / Yiwu
EPI_ISL_2716382	2020-05-14	2021-06-29	North America / USA / Arizona / Navajo
EPI_ISL_2883666	2020-06-16	2021-07-09	North America / Canada / Saskatchewan
EPI_ISL_3098482	2020-05-27	2021-07-27	North America / USA / Maryland
EPI_ISL_2596766	2020-04-01	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2758682	2020-06-28	2021-07-01	South America / Brazil / Parana / Florestopolis
EPI_ISL_3730954	2020-04-09	2021-08-27	Europe / Italy / Trentino-Alto Adige / Autonomous Province of Trento
EPI_ISL_2871135	2020-06-16	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_3015935	2020-04-06	2021-07-20	Europe / Sweden / Stockholm
EPI_ISL_2425839	2020-05-06	2021-06-05	Europe / Norway / Agder
EPI_ISL_3068139	2020-05-16	2021-07-24	Africa / South Africa / Western Cape / Cape Town Metro
EPI_ISL_2898683	2020-04-01	2021-07-12	Europe / Sweden / Stockholm
EPI_ISL_4219883	2020-06-04	2021-09-15	North America / Mexico / Mexico City
EPI_ISL_2596883	2020-04-07	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2596183	2020-04-03	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2329583	2020-06-20	2021-05-29	North America / USA / California / San Diego
EPI_ISL_2650166	2020-05-24	2021-06-23	North America / USA / Arizona / Navajo
EPI_ISL_2870166	2020-06-19	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_3838266	2020-01-28	2021-09-01	Europe / Germany
EPI_ISL_2562966	2020-03-23	2021-06-16	North America / Canada / Saskatchewan
EPI_ISL_2966866	2020-04-22	2021-07-15	North America / USA / Nebraska
EPI_ISL_3105866	2020-03-19	2021-07-28	Asia / Philippines / National Capital Region
EPI_ISL_2877483	2020-04-08	2021-07-09	Europe / France / Hauts-de-France / Compiegne
EPI_ISL_2502666	2020-04-28	2021-06-13	Asia / India / Delhi / New Delhi
EPI_ISL_3946466	2020-04-11	2021-09-05	Europe / Sweden / Stockholm
EPI_ISL_2329566	2020-06-19	2021-05-29	North America / USA / California / San Diego
EPI_ISL_2716966	2020-06-29	2021-06-29	Asia / Japan / Tokyo
EPI_ISL_3015883	2020-04-07	2021-07-20	Europe / Sweden / Stockholm
EPI_ISL_3716405	2020-05-11	2021-08-26	Africa / Madagascar / Toamasina / Alaotra-Mangoro / Moramanga
EPI_ISL_2229883	2020-06-10	2021-05-23	North America / USA / New Jersey
EPI_ISL_4037183	2020-04-24	2021-09-09	Europe / Germany / Baden-Wurttemberg / Tuebingen
EPI_ISL_2835566	2020-01-21	2021-07-07	North America / USA / California / San Diego
EPI_ISL_2565166	2020-05-05	2021-06-16	North America / Canada / Saskatchewan
EPI_ISL_2596966	2020-04-14	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2597766	2020-06-14	2021-06-17	North America / USA / Arizona / Pinal
EPI_ISL_2135967	2020-05-10	2021-05-17	North America / USA / Arizona / Maricopa
EPI_ISL_2365909	2020-03-16	2021-06-01	Europe / Finland / Uusimaa
EPI_ISL_2367431	2020-03-16	2021-06-01	Europe / Switzerland / Vaud
EPI_ISL_2367428	2020-03-17	2021-06-01	Europe / Switzerland / Vaud
EPI_ISL_2659767	2020-03-22	2021-06-24	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2779467	2020-06-30	2021-07-02	Africa / Kenya / Nairobi
EPI_ISL_3015885	2020-04-07	2021-07-20	Europe / Sweden / Stockholm
EPI_ISL_3946467	2020-04-13	2021-09-05	Europe / Sweden / Stockholm
EPI_ISL_2691867	2020-05-12	2021-06-26	North America / USA / Maryland
EPI_ISL_2883667	2020-06-16	2021-07-09	North America / Canada / Saskatchewan
EPI_ISL_2536267	2020-06-10	2021-06-15	South America / Brazil / Rio Grande do Sul / Porto Alegre
EPI_ISL_2872367	2020-03-17	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_2884967	2020-03-30	2021-07-09	North America / USA / Maryland
EPI_ISL_2596467	2020-03-19	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2896267	2020-04-04	2020-04-05	Asia / Georgia
EPI_ISL_2898667	2020-04-01	2021-07-12	Europe / Sweden / Stockholm
EPI_ISL_2596867	2020-04-06	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2737768	2020-04-01	2021-06-30	Europe / United Kingdom / England
EPI_ISL_2565111	2020-05-02	2021-06-16	North America / Canada / Saskatchewan
EPI_ISL_3186642	2020-04-09	2021-08-02	Europe / Spain / Cantabria / Santander
EPI_ISL_3946468	2020-04-15	2021-09-05	Europe / Sweden / Stockholm
EPI_ISL_2870168	2020-06-19	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_2534568	2020-03-16	2021-06-15	Oceania / Australia / New South Wales / Sydney
EPI_ISL_3098568	2020-06-04	2021-07-27	North America / USA / Maryland
EPI_ISL_2870268	2020-06-19	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_2596668	2020-03-29	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2596568	2020-03-27	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2871768	2020-06-20	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_4418802	2020-06-14	2021-09-22	North America / USA / Maryland
EPI_ISL_4418809	2020-06-04	2021-09-22	North America / USA / Maryland
EPI_ISL_4418823	2020-05-10	2021-09-22	North America / USA / Maryland
EPI_ISL_4418850	2020-04-20	2021-09-22	North America / USA / Maryland
EPI_ISL_2871824	2020-06-21	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_2596168	2020-04-03	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_3190273	2020-06-08	2021-08-02	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_3190274	2020-06-16	2021-08-02	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_2135968	2020-05-11	2021-05-17	North America / USA / Arizona / Maricopa
EPI_ISL_2425940	2020-04-07	2021-06-05	Europe / Norway / Viken
EPI_ISL_3946464	2020-04-10	2021-09-05	Europe / Sweden / Stockholm
EPI_ISL_2562940	2020-04-25	2021-06-16	North America / Canada / Saskatchewan
EPI_ISL_2555540	2020-03-10	2021-06-16	North America / USA / Ohio
EPI_ISL_3946523	2020-04-11	2021-09-05	Europe / Sweden / Stockholm
EPI_ISL_3185949	2020-01-22	2021-08-02	North America / USA / California / Orange County
EPI_ISL_4219968	2020-06-03	2021-09-15	North America / Mexico / Mexico City
EPI_ISL_4402140	2020-03-26	2021-09-22	Europe / Italy / Calabria
EPI_ISL_3068140	2020-05-16	2021-07-24	Africa / South Africa / Western Cape / Cape Town Metro
EPI_ISL_2596768	2020-04-01	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2885068	2020-04-10	2021-07-09	North America / USA / Maryland
EPI_ISL_2425968	2020-03-16	2021-06-05	Europe / Norway / Rogaland
EPI_ISL_2562968	2020-03-23	2021-06-16	North America / Canada / Saskatchewan
EPI_ISL_3726040	2020-03-12	2021-08-27	North America / USA / Tennessee / Williamson County
EPI_ISL_3730940	2020-03-20	2021-08-27	Europe / Italy / Trentino-Alto Adige / Autonomous Province of Trento
EPI_ISL_2754140	2020-02-28	2021-06-30	Europe / Spain / Navarra / Pamplona
EPI_ISL_2966868	2020-04-21	2021-07-15	North America / USA / Nebraska
EPI_ISL_2870469	2020-06-16	2021-07-09	Europe / Germany / North Rhine-Westphalia / Guetersloh
EPI_ISL_2596769	2020-04-01	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_2835469	2020-05-25	2021-07-07	North America / Mexico / Baja California / Mexicali
EPI_ISL_2596569	2020-03-27	2021-06-17	Europe / France / Provence-Alpes-Cote d’Azur / Marseille
EPI_ISL_3946469	2020-04-15	2021-09-05	Europe / Sweden / Stockholm
EPI_ISL_2898669	2020-04-01	2021-07-12	Europe / Sweden / Stockholm
EPI_ISL_2884969	2020-03-30	2021-07-09	North America / USA / Maryland
EPI_ISL_2898656	2020-04-01	2021-07-12	Europe / Sweden / Stockholm
EPI_ISL_4899917	2020-02-02	2021-10-06	Africa / Morocco / Rabat
EPI_ISL_2534569	2020-03-15	2021-06-15	Oceania / Australia / New South Wales / Sydney
EPI_ISL_3064240	2020-06-12	2021-07-24	North America / USA / Idaho
