Accession ID	Collection date	Submission date	Location
EPI_ISL_12171284	2020-04-12	2022-04-20	North America / USA / Maryland
EPI_ISL_7505680	2020-05-19	2021-12-11	North America / USA / Texas / Houston
EPI_ISL_7714716	2020-05-21	2021-12-16	North America / Canada / Quebec
EPI_ISL_7714727	2020-05-29	2021-12-16	North America / Canada / Quebec
EPI_ISL_7714711	2020-04-23	2021-12-16	North America / Canada / Quebec
EPI_ISL_8311748	2020-06-01	2022-01-03	Asia / Lebanon
EPI_ISL_7714906	2020-05-22	2021-12-16	North America / Canada / Quebec
EPI_ISL_11168651	2020-03-16	2022-03-18	North America / USA / Maryland
EPI_ISL_13644381	2020-05-11	2022-07-05	North America / USA / Maryland
EPI_ISL_8525782	2020-06-18	2022-01-10	Africa / Senegal / Dakar
EPI_ISL_15279675	2020-06-02	2022-10-06	North America / Haiti
EPI_ISL_7505682	2020-06-22	2021-12-11	North America / USA / Texas / Houston
EPI_ISL_13596266	2020-06-01	2022-07-02	North America / USA / Minnesota / Olmsted County
EPI_ISL_13684266	2020-06-04	2022-07-06	North America / USA / Minnesota
EPI_ISL_13682566	2020-06-01	2022-07-06	North America / USA / Minnesota
EPI_ISL_13682166	2020-06-04	2022-07-06	North America / USA / Minnesota
EPI_ISL_9159840	2020-03-27	2022-01-27	North America / Nicaragua
EPI_ISL_13687583	2020-06-04	2022-07-06	North America / USA / Minnesota
EPI_ISL_13685983	2020-05-28	2022-07-06	North America / USA / Minnesota
EPI_ISL_13491183	2020-05-02	2022-06-27	North America / USA / Maryland
EPI_ISL_12783927	2020-04-05	2022-05-19	North America / USA / California / Southern San Joaquin Valley
EPI_ISL_7617483	2020-03-20	2021-12-13	North America / Canada / Quebec
EPI_ISL_10657515	2020-03-25	2022-03-04	North America / USA / North Carolina
EPI_ISL_10657510	2020-03-11	2022-03-04	North America / USA / North Carolina
EPI_ISL_10657520	2020-04-01	2022-03-04	North America / USA / North Carolina
EPI_ISL_13599384	2020-05-07	2022-07-02	North America / USA / Minnesota / Todd County
EPI_ISL_13684384	2020-06-07	2022-07-06	North America / USA / Minnesota
EPI_ISL_13680184	2020-05-12	2022-07-06	North America / USA / Minnesota
EPI_ISL_13684884	2020-05-30	2022-07-06	North America / USA / Minnesota
EPI_ISL_11799789	2020-04-16	2022-04-05	North America / USA / Iowa
EPI_ISL_7505766	2020-05-22	2021-12-11	North America / USA / Texas / Houston
EPI_ISL_11229169	2020-05-04	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_11229161	2020-04-10	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_11229162	2020-04-10	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_11229167	2020-04-27	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_11229166	2020-04-27	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_11229172	2020-05-11	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_11229174	2020-06-12	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_13687540	2020-06-01	2022-07-06	North America / USA / Minnesota
EPI_ISL_13594767	2020-05-03	2022-07-02	North America / USA / Minnesota / Stearns County
EPI_ISL_13684367	2020-06-13	2022-07-06	North America / USA / Minnesota
EPI_ISL_13595067	2020-05-04	2022-07-02	North America / USA / Minnesota / Stearns County
EPI_ISL_13687667	2020-06-16	2022-07-06	North America / USA / Wisconsin
EPI_ISL_13594867	2020-05-04	2022-07-02	North America / USA / Minnesota / Stearns County
EPI_ISL_12416367	2020-04-05	2022-04-29	North America / USA / Maryland
EPI_ISL_11229657	2020-06-08	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_11229658	2020-06-08	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_11254239	2020-04-27	2022-03-21	North America / USA / Illinois / Will County
EPI_ISL_13644367	2020-05-06	2022-07-05	North America / USA / Maryland
EPI_ISL_13687468	2020-05-27	2022-07-06	North America / USA / Minnesota
EPI_ISL_13600868	2020-06-16	2022-07-02	North America / USA / Minnesota / Le Sueur County
EPI_ISL_13687568	2020-06-03	2022-07-06	North America / USA / Minnesota
EPI_ISL_13679768	2020-06-03	2022-07-06	North America / USA / Minnesota
EPI_ISL_13600268	2020-03-25	2022-07-02	North America / USA / Minnesota / Scott County
EPI_ISL_13600668	2020-05-27	2022-07-02	North America / USA / Minnesota / Carver County
EPI_ISL_13279768	2020-03-26	2022-06-14	Europe / Belgium / Brussels
EPI_ISL_13490968	2020-05-05	2022-06-27	North America / USA / Maryland
EPI_ISL_12416262	2020-04-13	2022-04-29	North America / USA / Maryland
EPI_ISL_7671726	2020-05-03	2021-12-15	Europe / Italy / Lazio
EPI_ISL_7671802	2020-04-03	2021-12-15	Europe / Italy / Lazio
EPI_ISL_11254247	2020-04-21	2022-03-21	North America / USA / Illinois / Cook County
EPI_ISL_11254263	2020-04-16	2022-03-21	North America / USA / Illinois / Chicago
EPI_ISL_11254229	2020-04-15	2022-03-21	North America / USA / Illinois / Cook County
EPI_ISL_11259091	2020-06-24	2022-03-22	North America / USA / New Mexico
EPI_ISL_11254209	2020-04-19	2022-03-21	North America / USA / Indiana / Lake County
EPI_ISL_11259112	2020-05-11	2022-03-22	North America / USA / New Mexico
EPI_ISL_12828317	2020-06-23	2022-05-20	North America / USA / Ohio
EPI_ISL_11254352	2020-04-29	2022-03-21	North America / USA / Illinois / Cook County
EPI_ISL_11254328	2020-04-14	2022-03-21	North America / USA / Illinois / Chicago
EPI_ISL_11254342	2020-04-09	2022-03-21	North America / USA / Illinois / Chicago
EPI_ISL_11254306	2020-04-23	2022-03-21	North America / USA / Illinois / Chicago
EPI_ISL_11259069	2020-06-24	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259076	2020-06-29	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259079	2020-06-29	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259077	2020-06-28	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259090	2020-06-29	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259097	2020-05-09	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259100	2020-05-09	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259107	2020-05-08	2022-03-22	North America / USA / New Mexico
EPI_ISL_12943428	2020-04-04	2022-05-27	Asia / Japan / Kanagawa
EPI_ISL_12943439	2020-04-16	2022-05-27	Asia / Japan / Kanagawa
EPI_ISL_12943445	2020-04-21	2022-05-27	Asia / Japan / Kanagawa
EPI_ISL_12943449	2020-04-26	2022-05-27	Asia / Japan / Kanagawa
EPI_ISL_11263506	2020-05-20	2022-03-21	North America / Canada / Quebec
EPI_ISL_11263503	2020-04-10	2022-03-21	North America / Canada / Quebec
EPI_ISL_11259240	2020-06-17	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259227	2020-06-16	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259230	2020-06-17	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259233	2020-06-18	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259237	2020-06-19	2022-03-22	North America / USA / New Mexico
EPI_ISL_11259235	2020-06-18	2022-03-22	North America / USA / New Mexico
EPI_ISL_8008712	2020-05-05	2021-12-23	North America / USA / Illinois / Cook County, IL
EPI_ISL_13279786	2020-04-03	2022-06-14	Europe / Belgium / Flanders
EPI_ISL_8525750	2020-06-11	2022-01-10	Africa / Senegal / Dakar
EPI_ISL_13601841	2020-06-03	2022-07-02	North America / USA / Minnesota / Douglas County
EPI_ISL_13687441	2020-05-27	2022-07-06	North America / USA / Minnesota
EPI_ISL_13279781	2020-03-30	2022-06-14	Europe / Belgium / Flanders
EPI_ISL_7617668	2020-03-30	2021-12-13	North America / Canada / Quebec
EPI_ISL_13954471	2020-05-01	2022-07-20	Asia / India / Delhi
EPI_ISL_13955216	2020-04-17	2022-07-20	Europe / France / Auvergne-Rhone-Alpes
EPI_ISL_13955212	2020-04-15	2022-07-20	Europe / France / Auvergne-Rhone-Alpes
EPI_ISL_13955213	2020-04-15	2022-07-20	Europe / France / Auvergne-Rhone-Alpes
EPI_ISL_13955215	2020-04-15	2022-07-20	Europe / France / Auvergne-Rhone-Alpes
EPI_ISL_13955226	2020-04-20	2022-07-20	Europe / France / Auvergne-Rhone-Alpes
EPI_ISL_13955217	2020-04-17	2022-07-20	Europe / France / Auvergne-Rhone-Alpes
EPI_ISL_13955222	2020-04-20	2022-07-20	Europe / France / Auvergne-Rhone-Alpes
EPI_ISL_13955228	2020-04-23	2022-07-20	Europe / France / Auvergne-Rhone-Alpes
EPI_ISL_13682569	2020-06-01	2022-07-06	North America / USA / Minnesota
EPI_ISL_8311747	2020-06-01	2022-01-03	Asia / Lebanon
EPI_ISL_13491169	2020-05-04	2022-06-27	North America / USA / Maryland
EPI_ISL_8182883	2020-06-26	2021-12-29	Africa / South Africa / North West
EPI_ISL_8182879	2020-06-26	2021-12-29	Africa / South Africa / North West
EPI_ISL_8182877	2020-06-26	2021-12-29	Africa / South Africa / North West
EPI_ISL_13279770	2020-03-18	2022-06-14	Europe / Belgium / Brussels
EPI_ISL_14553909	2020-05-24	2022-08-19	North America / USA / New York
EPI_ISL_14555505	2020-05-04	2022-08-19	North America / USA / New York
EPI_ISL_14555516	2020-05-08	2022-08-19	North America / USA / New York
EPI_ISL_14555531	2020-05-18	2022-08-19	North America / USA / New York
EPI_ISL_14555524	2020-05-12	2022-08-19	North America / USA / New York
EPI_ISL_14555521	2020-05-11	2022-08-19	North America / USA / New York
EPI_ISL_14555526	2020-05-14	2022-08-19	North America / USA / New York
EPI_ISL_14555481	2020-04-27	2022-08-19	North America / USA / New York
EPI_ISL_14555480	2020-04-27	2022-08-19	North America / USA / New York
EPI_ISL_14555487	2020-04-27	2022-08-19	North America / USA / New York
EPI_ISL_14555486	2020-04-23	2022-08-19	North America / USA / New York
EPI_ISL_14555485	2020-04-27	2022-08-19	North America / USA / New York
EPI_ISL_14555494	2020-04-30	2022-08-19	North America / USA / New York
EPI_ISL_14555493	2020-04-29	2022-08-19	North America / USA / New York
EPI_ISL_14555497	2020-04-30	2022-08-19	North America / USA / New York
EPI_ISL_14555496	2020-04-30	2022-08-19	North America / USA / New York
EPI_ISL_14555499	2020-04-30	2022-08-19	North America / USA / New York
EPI_ISL_14555453	2020-04-20	2022-08-19	North America / USA / New York
EPI_ISL_14555455	2020-04-21	2022-08-19	North America / USA / New York
EPI_ISL_8189544	2020-06-02	2021-12-30	Africa / Egypt
EPI_ISL_8189546	2020-06-03	2021-12-30	Africa / Egypt
EPI_ISL_8189545	2020-06-01	2021-12-30	Africa / Egypt
EPI_ISL_8189548	2020-06-14	2021-12-30	Africa / Egypt
EPI_ISL_9159852	2020-05-04	2022-01-27	North America / Nicaragua
EPI_ISL_9159839	2020-03-26	2022-01-27	North America / Nicaragua
EPI_ISL_7505869	2020-05-26	2021-12-11	North America / USA / Texas / Houston
EPI_ISL_14569401	2020-03-24	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569382	2020-04-29	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569383	2020-04-30	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569381	2020-03-25	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569386	2020-04-28	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569387	2020-04-28	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569384	2020-04-11	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569388	2020-04-28	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569389	2020-04-28	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569376	2020-03-13	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569379	2020-04-03	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569377	2020-04-01	2020-07-30	Asia / Saudi Arabia
EPI_ISL_14569390	2020-03-16	2020-07-30	Asia / Saudi Arabia
EPI_ISL_15462371	2020-05-13	2022-10-21	North America / USA / Washington / Whatcom County
EPI_ISL_15462497	2020-03-26	2022-10-21	North America / USA / Washington / King County
EPI_ISL_15462496	2020-03-25	2022-10-21	North America / USA / Washington / King County
EPI_ISL_15462498	2020-03-26	2022-10-21	North America / USA / Washington / King County
EPI_ISL_15462340	2020-03-02	2022-10-21	North America / USA / Washington / King County
EPI_ISL_15462346	2020-03-03	2022-10-21	North America / USA / Washington / King County
EPI_ISL_15462384	2020-06-29	2022-10-21	North America / USA / Washington / Clallam County
EPI_ISL_15462406	2020-03-24	2022-10-21	North America / USA / Washington / Yakima County
EPI_ISL_15462409	2020-03-24	2022-10-21	North America / USA / Washington / Yakima County
EPI_ISL_15462418	2020-03-25	2022-10-21	North America / USA / Washington / Yakima County
EPI_ISL_15462514	2020-03-26	2022-10-21	North America / USA / Washington / Whatcom County
EPI_ISL_13596770	2020-05-19	2022-07-02	North America / USA / Minnesota / Olmsted County
EPI_ISL_13688070	2020-05-19	2022-07-06	North America / USA / Minnesota
EPI_ISL_13687970	2020-06-30	2022-07-06	North America / USA / Minnesota
EPI_ISL_13490970	2020-04-27	2022-06-27	North America / USA / Maryland
EPI_ISL_14594757	2020-06-17	2022-08-23	Africa / South Africa / Johannesburg
EPI_ISL_14594742	2020-06-24	2022-08-23	Africa / South Africa / Johannesburg
EPI_ISL_14594741	2020-06-26	2022-08-23	Africa / South Africa / Johannesburg
EPI_ISL_14594670	2020-06-18	2022-08-23	Africa / South Africa / Johannesburg
EPI_ISL_14594675	2020-06-23	2022-08-23	Africa / South Africa / Johannesburg
EPI_ISL_14594669	2020-06-26	2022-08-23	Africa / South Africa / Johannesburg
EPI_ISL_14594692	2020-06-26	2022-08-23	Africa / South Africa / Johannesburg
EPI_ISL_14599349	2020-05-18	2022-08-23	North America / USA / Maryland
EPI_ISL_14599346	2020-05-24	2022-08-23	North America / USA / Maryland
EPI_ISL_14599345	2020-05-22	2022-08-23	North America / USA / Maryland
EPI_ISL_11065356	2020-04-06	2022-03-16	Europe / Ireland / Cork
EPI_ISL_8802824	2020-03-24	2022-01-18	Oceania / New Zealand / Otago
EPI_ISL_13599412	2020-06-03	2022-07-02	North America / USA / Minnesota / Todd County
EPI_ISL_12995505	2020-02-14	2022-05-30	Asia / Japan / Kanagawa
EPI_ISL_14605260	2020-03-26	2022-08-24	Africa / Nigeria / Edo
EPI_ISL_14605238	2020-03-23	2022-08-24	Africa / Nigeria / Rivers
EPI_ISL_14605246	2020-06-08	2022-08-24	Africa / Nigeria / Edo
EPI_ISL_11799587	2020-04-30	2022-04-05	South America / Uruguay / Montevideo
EPI_ISL_12038930	2020-06-25	2022-04-13	North America / USA / Idaho
EPI_ISL_13687342	2020-06-11	2022-07-06	North America / USA / Minnesota
EPI_ISL_11309942	2020-05-12	2022-03-23	Asia / Philippines / Calabarzon
EPI_ISL_14611724	2020-05-11	2022-08-24	North America / USA / Maryland
EPI_ISL_14611727	2020-05-21	2022-08-24	North America / USA / Maryland
EPI_ISL_14611720	2020-05-18	2022-08-24	North America / USA / Maryland
EPI_ISL_14611655	2020-05-25	2022-08-24	North America / USA / Maryland
EPI_ISL_14611654	2020-05-17	2022-08-24	North America / USA / Maryland
EPI_ISL_13676671	2020-06-15	2022-07-06	North America / USA / Minnesota
EPI_ISL_13679771	2020-06-03	2022-07-06	North America / USA / Minnesota
EPI_ISL_13687571	2020-06-03	2022-07-06	North America / USA / Minnesota
EPI_ISL_13679171	2020-06-05	2022-07-06	North America / USA / Minnesota
EPI_ISL_12717928	2020-03-17	2022-05-15	Asia / Thailand / Nonthaburi
EPI_ISL_9579587	2020-06-10	2022-02-06	Africa / Cameroon / Centre / Yaounde
EPI_ISL_9159849	2020-03-31	2022-01-27	North America / Nicaragua
EPI_ISL_13285822	2020-05-04	2022-06-14	North America / USA / Maryland
EPI_ISL_7714722	2020-05-24	2021-12-16	North America / Canada / Quebec
EPI_ISL_13644371	2020-05-05	2022-07-05	North America / USA / Maryland
EPI_ISL_13680172	2020-06-10	2022-07-06	North America / USA / Minnesota
EPI_ISL_13681472	2020-05-27	2022-07-06	North America / USA / Minnesota
EPI_ISL_13674772	2020-06-30	2022-07-06	North America / USA / Minnesota
EPI_ISL_13685072	2020-06-21	2022-07-06	North America / USA / Minnesota
EPI_ISL_13684972	2020-06-24	2022-07-06	North America / USA / Minnesota
EPI_ISL_13285723	2020-04-27	2022-06-14	North America / USA / Maryland
EPI_ISL_13679172	2020-06-11	2022-07-06	North America / USA / Minnesota
EPI_ISL_13680672	2020-06-11	2022-07-06	North America / USA / Minnesota
EPI_ISL_13782072	2020-05-18	2022-07-12	North America / USA / Maryland
EPI_ISL_8110972	2020-04-16	2021-12-27	Asia / Japan / Shimane
EPI_ISL_13490972	2020-05-07	2022-06-27	North America / USA / Maryland
EPI_ISL_12599251	2020-04-10	2022-05-09	North America / USA / Maryland
EPI_ISL_12171088	2020-04-23	2022-04-20	North America / USA / Maryland
EPI_ISL_12171148	2020-04-14	2022-04-20	North America / USA / Maryland
EPI_ISL_12171145	2020-04-18	2022-04-20	North America / USA / Maryland
EPI_ISL_10952567	2020-04-17	2022-03-11	North America / USA / Maryland
EPI_ISL_10952564	2020-04-05	2022-03-11	North America / USA / Maryland
EPI_ISL_9159929	2020-06-20	2022-01-27	North America / Nicaragua
EPI_ISL_9160066	2020-06-02	2022-01-27	North America / Nicaragua
EPI_ISL_7505872	2020-06-26	2021-12-11	North America / USA / Texas / Houston
EPI_ISL_7505919	2020-05-26	2021-12-11	North America / USA / Texas / Houston
EPI_ISL_7617644	2020-03-30	2021-12-13	North America / Canada / Quebec
EPI_ISL_13051161	2020-05-05	2022-06-01	South America / Brazil / Rio Grande do Sul / Esteio
EPI_ISL_12171292	2020-04-16	2022-04-20	North America / USA / Maryland
EPI_ISL_13644372	2020-05-07	2022-07-05	North America / USA / Maryland
EPI_ISL_13682673	2020-06-16	2022-07-06	North America / USA / Minnesota
EPI_ISL_13682473	2020-06-15	2022-07-06	North America / USA / Minnesota
EPI_ISL_13993916	2020-03-27	2022-07-22	North America / USA / Maryland
EPI_ISL_14649764	2020-06-01	2022-08-26	North America / USA / California
EPI_ISL_14649762	2020-06-09	2022-08-26	North America / USA / California
EPI_ISL_7617673	2020-03-30	2021-12-13	North America / Canada / Quebec
EPI_ISL_11015046	2020-03-15	2022-03-14	Europe / Ireland / Dublin
EPI_ISL_13680943	2020-06-15	2022-07-06	North America / USA / Minnesota
EPI_ISL_13491043	2020-05-11	2022-06-27	North America / USA / Maryland
EPI_ISL_7617542	2020-03-20	2021-12-13	North America / Canada / Quebec
EPI_ISL_7505743	2020-05-19	2021-12-11	North America / USA / Texas / Houston
EPI_ISL_7617773	2020-03-30	2021-12-13	North America / Canada / Quebec
EPI_ISL_13104935	2020-06-17	2022-06-05	North America / Panama / Darien
EPI_ISL_13104936	2020-06-17	2022-06-05	North America / Panama / Darien
EPI_ISL_13104978	2020-06-29	2022-06-05	North America / Panama / Darien
EPI_ISL_11229170	2020-05-04	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_11229165	2020-04-22	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_11229164	2020-04-22	2022-03-21	Europe / Austria / Vienna / Vienna / Vienna
EPI_ISL_12716981	2020-05-10	2022-05-16	North America / USA / Maryland
EPI_ISL_13644373	2020-05-07	2022-07-05	North America / USA / Maryland
EPI_ISL_13680174	2020-06-01	2022-07-06	North America / USA / Minnesota
EPI_ISL_13600674	2020-06-03	2022-07-02	North America / USA / Minnesota / Carver County
EPI_ISL_7505843	2020-05-19	2021-12-11	North America / USA / Texas / Houston
EPI_ISL_14687997	2020-04-18	2022-04-12	Europe / Switzerland
EPI_ISL_14687995	2020-04-11	2022-04-12	Europe / Switzerland
EPI_ISL_14687998	2020-04-18	2022-04-12	Europe / Switzerland
EPI_ISL_14687993	2020-04-07	2022-04-12	Europe / Switzerland
EPI_ISL_14687992	2020-04-11	2022-04-12	Europe / Switzerland
EPI_ISL_14687991	2020-05-04	2022-04-12	Europe / Switzerland
EPI_ISL_14687990	2020-04-06	2022-04-12	Europe / Switzerland
EPI_ISL_14687986	2020-04-15	2022-04-12	Europe / Switzerland
EPI_ISL_14687989	2020-04-17	2022-04-12	Europe / Switzerland
EPI_ISL_13491174	2020-05-06	2022-06-27	North America / USA / Maryland
EPI_ISL_14687981	2020-03-29	2022-04-12	Europe / Switzerland
EPI_ISL_14688202	2020-03-31	2022-04-06	Europe / Switzerland
EPI_ISL_14688201	2020-03-19	2022-04-06	Europe / Switzerland
EPI_ISL_14688200	2020-03-16	2022-04-06	Europe / Switzerland
EPI_ISL_7617674	2020-03-30	2021-12-13	North America / Canada / Quebec
EPI_ISL_14688203	2020-03-24	2022-04-06	Europe / Switzerland
EPI_ISL_14688190	2020-03-18	2022-04-06	Europe / Switzerland
EPI_ISL_14688194	2020-04-16	2022-04-06	Europe / Switzerland
EPI_ISL_14688193	2020-03-24	2022-04-06	Europe / Switzerland
EPI_ISL_14688192	2020-03-25	2022-04-06	Europe / Switzerland
EPI_ISL_14688198	2020-03-19	2022-04-06	Europe / Switzerland
EPI_ISL_14688197	2020-03-19	2022-04-06	Europe / Switzerland
EPI_ISL_14688195	2020-04-10	2022-04-06	Europe / Switzerland
EPI_ISL_14688199	2020-03-17	2022-04-06	Europe / Switzerland
EPI_ISL_14688183	2020-03-19	2022-04-06	Europe / Switzerland
EPI_ISL_14688182	2020-03-16	2022-04-06	Europe / Switzerland
EPI_ISL_14688181	2020-03-18	2022-04-06	Europe / Switzerland
EPI_ISL_14688180	2020-03-18	2022-04-06	Europe / Switzerland
EPI_ISL_14688186	2020-03-25	2022-04-06	Europe / Switzerland
EPI_ISL_14688184	2020-04-11	2022-04-06	Europe / Switzerland
EPI_ISL_14688172	2020-03-23	2022-04-11	Europe / Switzerland
EPI_ISL_14688171	2020-03-26	2022-04-11	Europe / Switzerland
EPI_ISL_14688170	2020-03-23	2022-04-11	Europe / Switzerland
EPI_ISL_14688176	2020-03-27	2022-04-11	Europe / Switzerland
EPI_ISL_14688175	2020-03-22	2022-04-11	Europe / Switzerland
EPI_ISL_14688174	2020-03-20	2022-04-11	Europe / Switzerland
EPI_ISL_14688173	2020-03-25	2022-04-11	Europe / Switzerland
EPI_ISL_14688179	2020-03-18	2022-04-06	Europe / Switzerland
EPI_ISL_14688177	2020-03-23	2022-04-11	Europe / Switzerland
EPI_ISL_14688160	2020-04-08	2022-04-11	Europe / Switzerland
EPI_ISL_14688165	2020-03-17	2022-04-11	Europe / Switzerland
EPI_ISL_14688164	2020-03-26	2022-04-11	Europe / Switzerland
